report_text,sif_binary,label_source,category,risk_level,sif_label,facility,department,label,python predict_v3.py
Worker fell from height while drunk. Paraplegia. Worker consumed alcohol at lunch. Management unaware. No alcohol testing. Worker climbed without harness. Many safety violations. Life-changing injury.,1,original_trusted,,,,,,,
Incident observation 974: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 1314: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 1039: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,original_trusted,,,,,,,
Rolling drum falling on worker - foot crushed. Drum not secured. Rolling drum from elevation. Worker in path. Worker not wearing steel-toe boots. Boots at locker - not worn. Amputation of toes.,1,original_trusted,,,,,,,
Incident observation 659: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 34: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 1074: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 339: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Electric shock from overhead power line - worker survived but burned. Worker using metal ladder - contacted line. Ladder moved by wind. Worker not spotter. Metal ladder used despite warnings. 3rd degree burns.,1,,Unsafe Act,High,SIF,Utility Area,Electrical,1.0,
Painting without respiratory protection - worker collapsed. Inhaled toxic fumes. Worker found unconscious. Respirator not used - fit-tested but not worn. Room ventilated inadequately. Recovery - but organ damage.,1,,Unsafe Act,High,SIF,Painting Booth,Maintenance Mechanical,1.0,
Incident observation 684: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
"Unsafe work report: a worker worked below overhead lifting activity during material movement. The barricaded area was entered without authorization, creating a falling-object impact event. Result: a serious head injury. The hazard was visible before work began.",1,,Unsafe Act,High,SIF,Construction Zone,Projects,1.0,
Incident observation 764: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Electric shock from overhead power line - worker survived but burned. Worker using metal ladder - contacted line. Ladder moved by wind. Worker not spotter. Metal ladder used despite warnings. 3rd degree burns.,1,original_trusted,,,,,,,
Incident observation 879: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1244: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 914: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"During material movement, a worker experienced falling-object impact after they worked below overhead lifting activity. The barricaded area was entered without authorization. Outcome: a serious head injury. The worker received a verbal reminder but continued.",1,original_trusted,,,,,,,
Acid spill from damaged container in transit. Workers not wearing chemical suits. PPE available but not worn. Skin exposure caused chemical burns. Two workers hospitalized. Spill entered drain - environmental violation.,1,,Unsafe Act,High,SIF,Chemical Transportation Area,Logistics EHS,1.0,
Incident observation 1119: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 514: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 789: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,original_trusted,,,,,,,
Incident observation 1239: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 909: Raised a metal ladder near utility lines during normal production created a overhead-power-line contact. Minimum approach distance was not maintained. The reported outcome was electrical burns and cardiac arrest. The hazard was visible before work began.,1,original_trusted,,,,,,,
Incident observation 134: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 1474: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 159: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1089: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 604: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
Incident observation 129: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1074: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,original_trusted,,,,,,,
Worker opening corrosive drum - splash to face. Chemical burns and vision damage. Worker not wearing face shield. PPE inadequate. Splash from pressure. Worker untrained for task. Corrosive handling SOP not followed.,1,,Unsafe Act,High,SIF,Chemical Drum Area,Operations Chemical,1.0,
Electrical panel left open for extended period. Worker reached in without LOTO. Arc flash occurred. Burned worker's hands and face. Panel had 480V. Worker was electrician but bypassed safety procedures.,1,original_trusted,,,,,,,
"During material movement, a worker experienced falling-object impact after they worked below overhead lifting activity. The barricaded area was entered without authorization. Outcome: a serious head injury. The worker received a verbal reminder but continued.",1,,Unsafe Act,High,SIF,Process Unit,Operations,1.0,
"A worker disconnected a pressurized hydraulic hose during a night shift, despite the fact that pressure was not isolated before disconnection. The exposure involved high-pressure hose whip, resulting in facial fractures and a broken jaw. The worker received a verbal reminder but continued.",1,original_trusted,,,,,,,
Incident observation 1219: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 399: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,original_trusted,,,,,,,
Ladder placed on top of stacked pallets for extra height. Stack collapsed. Worker fell 4 meters. Sustained broken leg. Ladder not secured. Pallets unstable. Improper use of equipment. No fall protection worn.,1,original_trusted,,,,,,,
Rotating shaft guard removed - worker's sleeve caught. Arm broken and dislocated. Guard removed for cleaning - not replaced. Worker failed to stop equipment. Co-worker stopped machine within seconds. Injury severe.,1,original_trusted,,,,,,,
Incident observation 94: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1219: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 389: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 669: Raised a metal ladder near utility lines during normal production created a overhead-power-line contact. Minimum approach distance was not maintained. The reported outcome was electrical burns and cardiac arrest. The hazard was visible before work began.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 564: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
Worker caught in conveyor roller. Arm pulled in - multiple fractures. Conveyor start button accidentally pressed. Worker cleaning without LOTO. Emergency stop not used. Guard removed for cleaning.,1,,Unsafe Act,High,SIF,Conveyor System,Operations,1.0,
Worker overcoming machine safety - caught in roller. Machine started while hands inside. Safety gate bypassed. Worker using override key. Removing obstruction quickly. Four fingers crushed. Safety violation.,1,original_trusted,,,,,,,
"While during planned shutdown work, a worker opened an energized switchboard. The unsafe act was that arc-rated PPE and isolation were not used. This led to arc flash; outcome was severe burns to the face and hands. The supervisor was not informed before the task started.",1,original_trusted,,,,,,,
Welding sparks near oil-soaked rags. Fire started. Worker trapped but escaped with burns. Rags not disposed properly. Fire extinguisher not accessible. Hot work permit not followed. Smoke inhalation injuries.,1,original_trusted,,,,,,,
Incident observation 894: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Worker stepped over rotating shaft to access other side. Lost balance and nearly fell onto shaft. Co-worker grabbed and pulled to safety. Worker hadn't identified shaft as hazard and bypassed guard.,1,original_trusted,,,,,,,
"A worker worked below overhead lifting activity during material movement, despite the fact that the barricaded area was entered without authorization. The exposure involved falling-object impact, resulting in a serious head injury. A safer method was available nearby.",1,,Unsafe Act,High,SIF,Electrical Substation,Electrical Maintenance,1.0,
"Unsafe work report: a worker walked beneath a crane load while completing an urgent task. The exclusion zone was ignored, creating a suspended-load strike event. Result: a crushed leg requiring surgery. The worker received a verbal reminder but continued.",1,original_trusted,,,,,,,
Incident observation 74: Disconnected a pressurized hydraulic hose during a night shift created a high-pressure hose whip. Pressure was not isolated before disconnection. The reported outcome was facial fractures and a broken jaw. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 519: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 524: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 374: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 339: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 1024: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 304: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"Unsafe work report: a worker responded to a leak in a process area while completing an urgent task. Respiratory protection and gas monitoring were not used, creating a toxic-gas exposure event. Result: collapse from toxic inhalation. The worker received a verbal reminder but continued.",1,original_trusted,,,,,,,
Underground cable struck during excavation. Worker conducting excavation without locating utilities. Worker electrocuted. Cable not marked on drawings. Utilities not located prior to digging. Emergency response delayed.,1,original_trusted,,,,,,,
Incident observation 239: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Elevator maintenance worker trapped between car and shaft. Improper lockout. Worker suspended in harness for 45 minutes. Rescued with minor injuries. LOTO failure. Co-worker thought safe and moved car.,1,original_trusted,,,,,,,
Incident observation 1054: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 244: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Confined space rescue team not trained. Worker collapsed in pit. Rescue attempt delayed by 15 minutes. Worker suffered brain damage from oxygen deprivation. Training records out of date. Rescue equipment not maintained.,1,,Unsafe Act,High,SIF,Confined Space Area,Operations EHS,1.0,
Incident observation 159: Continued operating a boiler above its limit while preparing equipment for service created a pressure-vessel overpressure. A safety interlock had been bypassed. The reported outcome was an explosion with life-threatening injuries. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 629: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,original_trusted,,,,,,,
Incident observation 889: Entered an unsupported trench during routine maintenance created a excavation collapse. Shoring and a safe-entry inspection were missing. The reported outcome was burial injuries and emergency extraction. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 94: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
"While during a scheduled inspection, a worker welded beside a tank connection. The unsafe act was that the hot-work permit and gas test were bypassed. This led to flammable-vapour ignition; outcome was a flash fire with serious burns. A safer method was available nearby.",1,original_trusted,,,,,,,
Incident observation 514: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,,Unsafe Act,Medium,SIF,Loading Bay,Logistics,1.0,
"A worker responded to a leak in a process area while completing an urgent task, despite the fact that respiratory protection and gas monitoring were not used. The exposure involved toxic-gas exposure, resulting in collapse from toxic inhalation. The pre-job checklist was incomplete.",1,original_trusted,,,,,,,
Worker standing on unstable work platform. Platform collapsed - fell 4 meters. Broken ankle and wrist. Platform made of makeshift materials. No engineered work platform. Worker constructing structure at height.,1,original_trusted,,,,,,,
"Unsafe work report: a worker entered a vessel to inspect an internal valve during a night shift. The entry permit and atmosphere test were skipped, creating a confined-space oxygen deficiency event. Result: loss of consciousness requiring emergency rescue. The supervisor was not informed before the task started.",1,original_trusted,,,,,,,
Incident observation 444: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1239: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 84: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 194: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 1259: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Tank truck not grounded during unloading. Static spark ignited flammable vapor. Driver and operator burned. Fire extinguisher failed. Truck not connected to ground cable. Procedure violated by both parties.,1,original_trusted,,,,,,,
Incident observation 314: Disconnected a pressurized hydraulic hose during a night shift created a high-pressure hose whip. Pressure was not isolated before disconnection. The reported outcome was facial fractures and a broken jaw. A safer method was available nearby.,1,original_trusted,,,,,,,
Conveyor belt fire started - worker using cleaning solvent. Solvent ignition. Worker's hands burned. Solvent near moving belt. Worker using improper solvent. Belt not stopped. Worker didn't use approved methods.,1,,Unsafe Act,High,SIF,Conveyor System,Operations,1.0,
Incident observation 979: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 364: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
Incident observation 649: Entered an unsupported trench during routine maintenance created a excavation collapse. Shoring and a safe-entry inspection were missing. The reported outcome was burial injuries and emergency extraction. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"A worker responded to a leak in a process area while completing an urgent task, despite the fact that respiratory protection and gas monitoring were not used. The exposure involved toxic-gas exposure, resulting in collapse from toxic inhalation. The pre-job checklist was incomplete.",1,,Unsafe Act,High,SIF,Electrical Substation,Electrical Maintenance,1.0,
Incident observation 1054: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 154: Disconnected a pressurized hydraulic hose during a night shift created a high-pressure hose whip. Pressure was not isolated before disconnection. The reported outcome was facial fractures and a broken jaw. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 334: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
"During a night shift, a worker experienced forklift contact after they reversed a forklift in a shared aisle. The driver did not check the blind spot. Outcome: a crushed foot requiring treatment. The hazard was visible before work began.",1,,Unsafe Act,Medium,SIF,Warehouse,Logistics,1.0,
Incident observation 204: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
Incident observation 1009: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Control room operator failed to respond to high-pressure alarm watching video on phone. Pressure vessel exceeded limits for 4 minutes before noticed. Thermal relief valve activated preventing explosion. No injury - significant near-miss.,1,,Unsafe Act,Low,SIF,Process Control Room,Operations,1.0,
Incident observation 114: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"A worker continued operating a boiler above its limit while preparing equipment for service, despite the fact that a safety interlock had been bypassed. The exposure involved pressure-vessel overpressure, resulting in an explosion with life-threatening injuries. The worker received a verbal reminder but continued.",1,,Unsafe Act,High,SIF,Electrical Substation,Electrical Maintenance,1.0,
Incident observation 269: Raised a metal ladder near utility lines during normal production created a overhead-power-line contact. Minimum approach distance was not maintained. The reported outcome was electrical burns and cardiac arrest. The hazard was visible before work began.,1,original_trusted,,,,,,,
Incident observation 1004: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
Incident observation 289: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 279: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 209: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Forklift load too heavy - tipped over. Driver crushed against steering column. Internal injuries. Load weight unknown - exceeded capacity. Forklift capacity 2 tons - load 2.5 tons. Operator not checking. Died in hospital.,1,original_trusted,,,,,,,
Incident observation 249: Entered an unsupported trench during routine maintenance created a excavation collapse. Shoring and a safe-entry inspection were missing. The reported outcome was burial injuries and emergency extraction. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 144: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Forklift attachment fell while changing. Worker underneath - crushed. Multiple fractures - died later. Attachment not secured. Worker placed body under load. No cribbing used. Unsafe practice. Supervisor absent.,1,original_trusted,,,,,,,
"While completing an urgent task, a worker experienced toxic-gas exposure after they responded to a leak in a process area. Respiratory protection and gas monitoring were not used. Outcome: collapse from toxic inhalation. A safer method was available nearby.",1,original_trusted,,,,,,,
Unprotected grinding wheel shattered - fragment struck worker's chest. Worker with safety glasses but no body shield. Broken ribs and punctured lung. Wheel rated for wrong RPM. Exceeded limit. Worker lucky to survive.,1,,Unsafe Act,High,SIF,Grinding Area,Maintenance Mechanical,1.0,
"While during a night shift, a worker disconnected a pressurized hydraulic hose. The unsafe act was that pressure was not isolated before disconnection. This led to high-pressure hose whip; outcome was facial fractures and a broken jaw. The pre-job checklist was incomplete.",1,original_trusted,,,,,,,
"Unsafe work report: a worker raised a metal ladder near utility lines during normal production. Minimum approach distance was not maintained, creating a overhead-power-line contact event. Result: electrical burns and cardiac arrest. A safer method was available nearby.",1,original_trusted,,,,,,,
"Unsafe work report: a worker welded beside a tank connection during a scheduled inspection. The hot-work permit and gas test were bypassed, creating a flammable-vapour ignition event. Result: a flash fire with serious burns. The pre-job checklist was incomplete.",1,,Unsafe Act,High,SIF,Construction Zone,Projects,1.0,
"During a scheduled inspection, a worker experienced flammable-vapour ignition after they welded beside a tank connection. The hot-work permit and gas test were bypassed. Outcome: a flash fire with serious burns. The supervisor was not informed before the task started.",1,,Unsafe Act,High,SIF,Process Unit,Operations,1.0,
Incident observation 864: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 779: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 829: Raised a metal ladder near utility lines during normal production created a overhead-power-line contact. Minimum approach distance was not maintained. The reported outcome was electrical burns and cardiac arrest. The hazard was visible before work began.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 529: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 739: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 994: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 489: Entered an unsupported trench during routine maintenance created a excavation collapse. Shoring and a safe-entry inspection were missing. The reported outcome was burial injuries and emergency extraction. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"While while preparing equipment for service, a worker continued operating a boiler above its limit. The unsafe act was that a safety interlock had been bypassed. This led to pressure-vessel overpressure; outcome was an explosion with life-threatening injuries. The pre-job checklist was incomplete.",1,,Unsafe Act,High,SIF,Tank Farm,Operations,1.0,
Incident observation 934: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 114: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,,Unsafe Act,Medium,SIF,Loading Bay,Logistics,1.0,
Incident observation 814: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 194: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,original_trusted,,,,,,,
"Unsafe work report: a worker entered an unsupported trench during routine maintenance. Shoring and a safe-entry inspection were missing, creating a excavation collapse event. Result: burial injuries and emergency extraction. The pre-job checklist was incomplete.",1,,Unsafe Act,High,SIF,Construction Zone,Projects,1.0,
Incident observation 634: Disconnected a pressurized hydraulic hose during a night shift created a high-pressure hose whip. Pressure was not isolated before disconnection. The reported outcome was facial fractures and a broken jaw. A safer method was available nearby.,1,original_trusted,,,,,,,
