report_id,site,activity,description_raw,binary_sif,sif_probability,priority
OIL-UC-2124,Offshore Rig-04,Shift changeover check,Confined-space warning signage at Accommodation Module found faded and difficult to read from beyond 25 metres.,1,0.41,Medium
OIL-UC-2125,Guwahati Pipeline Station,Scheduled maintenance walkdown,"Leak-indication tape near a flange at Mainline Block Valve Station found discolored, consistent with a past minor release roughly 24 weeks ago; no work order raised.",1,0.4,Medium
OIL-UC-2126,Duliajan Oilfield,Contractor oversight visit,SCADA/monitoring software at Workover Rig Site flagged as running an unpatched version for approximately 39 months.,1,0.41,Medium
OIL-UC-2127,Digboi Refinery,Audit/compliance walkthrough,"Standing/unacknowledged alarms accumulated in the control interface for Naphtha Splitter Unit, approximately 24 outstanding at time of check.",1,0.34,Medium
OIL-UC-2128,Jorhat Operations,Contractor oversight visit,"Handrail section near Fire Station found corroded through in one section, load-bearing capacity untested for 31 months.",1,0.36,Medium
OIL-UC-2129,Moran Oilfield,Routine inspection round,Vehicle-lift/lifting aid at Rig Floor Catwalk / V-Door found operating 10 months past its load-test certification date with no re-test scheduled.,1,0.4,Medium
OIL-UC-2130,Offshore Rig-04,Scheduled maintenance walkdown,Cathodic-protection or corrosion-monitoring reading at Drill Floor found reading zero output for over 20 days; no compensating inspection logged.,1,0.29,Low
OIL-UC-2131,Guwahati Pipeline Station,Shift changeover check,"Ventilation fan at Pig Launcher found seized, area temperature elevated by approximately 22 degrees during operation.",1,0.37,Medium
OIL-UC-2132,Duliajan Oilfield,Routine inspection round,"Journey/route risk advisory for the route past Water Treatment Plant found not updated for the current season, last revised 18 months ago.",1,0.41,Medium
OIL-UC-2133,Digboi Refinery,Emergency-readiness drill prep,"Fire extinguisher near Hydrocracker Unit found with an inspection tag 24 months overdue, unit otherwise appearing intact.",1,0.41,Medium
OIL-UC-2134,Jorhat Operations,Routine inspection round,"Access-road culvert crossing near Warehouse found partially washed out after recent rain, heavy vehicles continuing to use the route for 19 days since.",1,0.42,Medium
OIL-UC-2135,Moran Oilfield,Pre-operation verification,"Chemical-injection skid at Well Test Separator found with a leaking pump seal, product pooling on the skid deck for an estimated 30 hours before being noticed.",1,0.34,Medium
OIL-UC-2136,Offshore Rig-04,Shift changeover check,"Racking/shelving at Life Boat Station found with a bent support member on an upper level, load unreduced for 33 days since discovery.",1,0.44,Medium
OIL-UC-2137,Guwahati Pipeline Station,Contractor oversight visit,"Incompatible materials found stored together near LCNG/LNG Dispensing Station (oxidizing and flammable classes), separation short of code by roughly 7 cm.",1,0.35,Medium
OIL-UC-2138,Duliajan Oilfield,Shift changeover check,"Wheel-chock use not enforced during a connected transfer operation at Gas Compressor Station, observed on 36 occasions this month.",1,0.33,Medium
OIL-UC-2139,Digboi Refinery,Shift changeover check,"Emergency shutdown pull-station near Boiler House found with a damaged cover, response time estimated 20 seconds slower in a test.",1,0.36,Medium
OIL-UC-2140,Jorhat Operations,Contractor oversight visit,"Alarm audibility at Compressed Gas Store found reduced, volume measured roughly 12% below the standard threshold against ambient plant noise.",1,0.36,Medium
OIL-UC-2141,Moran Oilfield,Audit/compliance walkthrough,"Support beam near Drilling Rig Substructure found with visible surface rust at a load-bearing weld, corrosion depth estimated at 24 mm.",1,0.45,Medium
OIL-UC-2142,Offshore Rig-04,Contractor oversight visit,"Nozzle/valve seal at Drill Floor found with a slow drip, small stain accumulating over approximately 6 hours.",1,0.39,Medium
OIL-UC-2143,Guwahati Pipeline Station,Scheduled maintenance walkdown,"Low-pressure alarm setpoint at Metering Skid found miscalibrated by roughly 3%, triggering well below the level needed for fail-safe response.",1,0.42,Medium
OIL-UC-2144,Duliajan Oilfield,Scheduled maintenance walkdown,Confined-space warning signage at Water Treatment Plant found faded and difficult to read from beyond 4 metres.,1,0.29,Low
OIL-UC-2145,Digboi Refinery,Pre-operation verification,"Leak-indication tape near a flange at Boiler House found discolored, consistent with a past minor release roughly 25 weeks ago; no work order raised.",1,0.44,Medium
OIL-UC-2146,Jorhat Operations,Contractor oversight visit,SCADA/monitoring software at Training Center flagged as running an unpatched version for approximately 11 months.,1,0.36,Medium
OIL-UC-2147,Moran Oilfield,Emergency-readiness drill prep,"Standing/unacknowledged alarms accumulated in the control interface for Cementing Unit, approximately 30 outstanding at time of check.",1,0.29,Low
OIL-UC-2148,Offshore Rig-04,Pre-operation verification,"Handrail section near SPM Mooring Buoy Support Vessel found corroded through in one section, load-bearing capacity untested for 25 months.",1,0.33,Medium
OIL-UC-2149,Guwahati Pipeline Station,Routine inspection round,Vehicle-lift/lifting aid at SCADA Control Room found operating 9 months past its load-test certification date with no re-test scheduled.,1,0.41,Medium
OIL-UC-2150,Duliajan Oilfield,Routine inspection round,Cathodic-protection or corrosion-monitoring reading at Perforating Gun Store found reading zero output for over 37 days; no compensating inspection logged.,1,0.32,Medium
OIL-UC-2151,Digboi Refinery,Audit/compliance walkthrough,"Ventilation fan at Effluent Treatment Plant found seized, area temperature elevated by approximately 15 degrees during operation.",1,0.33,Medium
OIL-UC-2152,Jorhat Operations,Scheduled maintenance walkdown,"Journey/route risk advisory for the route past Fire Station found not updated for the current season, last revised 9 months ago.",1,0.42,Medium
OIL-UC-2153,Moran Oilfield,Routine inspection round,"Fire extinguisher near Mud Logging Cabin found with an inspection tag 30 months overdue, unit otherwise appearing intact.",1,0.42,Medium
OIL-UC-2154,Offshore Rig-04,Audit/compliance walkthrough,"Access-road culvert crossing near Mud Pump Room found partially washed out after recent rain, heavy vehicles continuing to use the route for 6 days since.",1,0.37,Medium
OIL-UC-2155,Guwahati Pipeline Station,Emergency-readiness drill prep,"Chemical-injection skid at Metering Skid found with a leaking pump seal, product pooling on the skid deck for an estimated 13 hours before being noticed.",1,0.34,Medium
OIL-UC-2156,Duliajan Oilfield,Emergency-readiness drill prep,"Racking/shelving at Workover Rig Site found with a bent support member on an upper level, load unreduced for 14 days since discovery.",1,0.3,Medium
OIL-UC-2157,Digboi Refinery,Shift changeover check,"Incompatible materials found stored together near Effluent Treatment Plant (oxidizing and flammable classes), separation short of code by roughly 3 cm.",1,0.37,Medium
OIL-UC-2158,Jorhat Operations,Scheduled maintenance walkdown,"Wheel-chock use not enforced during a connected transfer operation at Compressed Gas Store, observed on 37 occasions this month.",1,0.38,Medium
OIL-UC-2159,Moran Oilfield,Pre-operation verification,"Emergency shutdown pull-station near Drilling Rig Substructure found with a damaged cover, response time estimated 21 seconds slower in a test.",1,0.45,Medium
OIL-UC-2160,Offshore Rig-04,Pre-operation verification,"Alarm audibility at Life Boat Station found reduced, volume measured roughly 35% below the standard threshold against ambient plant noise.",1,0.41,Medium
OIL-UC-2161,Guwahati Pipeline Station,Shift changeover check,"Support beam near Mainline Block Valve Station found with visible surface rust at a load-bearing weld, corrosion depth estimated at 10 mm.",1,0.39,Medium
OIL-UC-2162,Duliajan Oilfield,Shift changeover check,"Nozzle/valve seal at Water Treatment Plant found with a slow drip, small stain accumulating over approximately 35 hours.",1,0.3,Medium
OIL-UC-2163,Digboi Refinery,Scheduled maintenance walkdown,"Low-pressure alarm setpoint at LPG Bottling Plant found miscalibrated by roughly 39%, triggering well below the level needed for fail-safe response.",1,0.41,Medium
OIL-UC-2164,Jorhat Operations,Emergency-readiness drill prep,Confined-space warning signage at Compressed Gas Store found faded and difficult to read from beyond 34 metres.,1,0.29,Low
OIL-UC-2165,Moran Oilfield,Shift changeover check,"Leak-indication tape near a flange at Camp Site found discolored, consistent with a past minor release roughly 11 weeks ago; no work order raised.",1,0.31,Medium
OIL-UC-2166,Offshore Rig-04,Audit/compliance walkthrough,SCADA/monitoring software at Helideck flagged as running an unpatched version for approximately 24 months.,1,0.43,Medium
OIL-UC-2167,Guwahati Pipeline Station,Contractor oversight visit,"Standing/unacknowledged alarms accumulated in the control interface for LCNG/LNG Dispensing Station, approximately 14 outstanding at time of check.",1,0.44,Medium
OIL-UC-2168,Duliajan Oilfield,Audit/compliance walkthrough,"Handrail section near Gas Compressor Station found corroded through in one section, load-bearing capacity untested for 21 months.",1,0.37,Medium
OIL-UC-2169,Digboi Refinery,Audit/compliance walkthrough,Vehicle-lift/lifting aid at Benzene Storage Tank Farm found operating 39 months past its load-test certification date with no re-test scheduled.,1,0.31,Medium
OIL-UC-2170,Jorhat Operations,Shift changeover check,Cathodic-protection or corrosion-monitoring reading at Training Center found reading zero output for over 40 days; no compensating inspection logged.,1,0.42,Medium
OIL-UC-2171,Moran Oilfield,Routine inspection round,"Ventilation fan at Drilling Rig Substructure found seized, area temperature elevated by approximately 3 degrees during operation.",1,0.29,Low
OIL-UC-2172,Offshore Rig-04,Emergency-readiness drill prep,"Journey/route risk advisory for the route past Moon Pool Area found not updated for the current season, last revised 15 months ago.",1,0.38,Medium
OIL-UC-2173,Guwahati Pipeline Station,Contractor oversight visit,"Fire extinguisher near Pig Launcher found with an inspection tag 33 months overdue, unit otherwise appearing intact.",1,0.37,Medium
OIL-UC-2174,Duliajan Oilfield,Scheduled maintenance walkdown,"Access-road culvert crossing near Flowline ROW Section 4 found partially washed out after recent rain, heavy vehicles continuing to use the route for 32 days since.",1,0.42,Medium
OIL-UC-2175,Digboi Refinery,Pre-operation verification,"Chemical-injection skid at Battery Room found with a leaking pump seal, product pooling on the skid deck for an estimated 21 hours before being noticed.",1,0.29,Low
OIL-UC-2176,Jorhat Operations,Pre-operation verification,"Racking/shelving at Fire Station found with a bent support member on an upper level, load unreduced for 30 days since discovery.",1,0.36,Medium
OIL-UC-2177,Moran Oilfield,Scheduled maintenance walkdown,"Incompatible materials found stored together near Cementing Unit (oxidizing and flammable classes), separation short of code by roughly 40 cm.",1,0.33,Medium
OIL-UC-2178,Offshore Rig-04,Pre-operation verification,"Wheel-chock use not enforced during a connected transfer operation at Mud Pump Room, observed on 24 occasions this month.",1,0.3,Medium
OIL-UC-2179,Guwahati Pipeline Station,Scheduled maintenance walkdown,"Emergency shutdown pull-station near Mainline Block Valve Station found with a damaged cover, response time estimated 22 seconds slower in a test.",1,0.36,Medium
OIL-UC-2180,Duliajan Oilfield,Scheduled maintenance walkdown,"Alarm audibility at Water Treatment Plant found reduced, volume measured roughly 17% below the standard threshold against ambient plant noise.",1,0.3,Medium
OIL-UC-2181,Digboi Refinery,Scheduled maintenance walkdown,"Support beam near Battery Room found with visible surface rust at a load-bearing weld, corrosion depth estimated at 28 mm.",1,0.44,Medium
OIL-UC-2182,Jorhat Operations,Audit/compliance walkthrough,"Nozzle/valve seal at Diesel Fuel Island found with a slow drip, small stain accumulating over approximately 22 hours.",1,0.4,Medium
OIL-UC-2183,Moran Oilfield,Pre-operation verification,"Low-pressure alarm setpoint at Rig Floor Catwalk / V-Door found miscalibrated by roughly 12%, triggering well below the level needed for fail-safe response.",1,0.45,Medium
OIL-UC-2184,Offshore Rig-04,Pre-operation verification,Confined-space warning signage at Life Boat Station found faded and difficult to read from beyond 21 metres.,1,0.28,Low
OIL-UC-2185,Guwahati Pipeline Station,Scheduled maintenance walkdown,"Leak-indication tape near a flange at TTPA (Tank Truck Parking Area) found discolored, consistent with a past minor release roughly 17 weeks ago; no work order raised.",1,0.38,Medium
OIL-UC-2186,Duliajan Oilfield,Pre-operation verification,SCADA/monitoring software at Wellhead Cluster 3 flagged as running an unpatched version for approximately 20 months.,1,0.38,Medium
OIL-UC-2187,Digboi Refinery,Audit/compliance walkthrough,"Standing/unacknowledged alarms accumulated in the control interface for Effluent Treatment Plant, approximately 20 outstanding at time of check.",1,0.28,Low
OIL-UC-2188,Jorhat Operations,Shift changeover check,"Handrail section near Compressed Gas Store found corroded through in one section, load-bearing capacity untested for 10 months.",1,0.4,Medium
OIL-UC-2189,Moran Oilfield,Routine inspection round,Vehicle-lift/lifting aid at Well Test Separator found operating 25 months past its load-test certification date with no re-test scheduled.,1,0.35,Medium
OIL-UC-2190,Offshore Rig-04,Shift changeover check,Cathodic-protection or corrosion-monitoring reading at SPM Mooring Buoy Support Vessel found reading zero output for over 14 days; no compensating inspection logged.,1,0.37,Medium
OIL-UC-2191,Guwahati Pipeline Station,Pre-operation verification,"Ventilation fan at Pipeline ROW River Crossing found seized, area temperature elevated by approximately 34 degrees during operation.",1,0.41,Medium
OIL-UC-2192,Duliajan Oilfield,Routine inspection round,"Journey/route risk advisory for the route past Workover Rig Site found not updated for the current season, last revised 10 months ago.",1,0.35,Medium
OIL-UC-2193,Digboi Refinery,Shift changeover check,"Fire extinguisher near Boiler House found with an inspection tag 37 months overdue, unit otherwise appearing intact.",1,0.41,Medium
OIL-UC-2194,Jorhat Operations,Pre-operation verification,"Access-road culvert crossing near Training Center found partially washed out after recent rain, heavy vehicles continuing to use the route for 34 days since.",1,0.37,Medium
OIL-UC-2195,Moran Oilfield,Contractor oversight visit,"Chemical-injection skid at Drilling Rig Substructure found with a leaking pump seal, product pooling on the skid deck for an estimated 10 hours before being noticed.",1,0.34,Medium
OIL-UC-2196,Offshore Rig-04,Scheduled maintenance walkdown,"Racking/shelving at SPM Mooring Buoy Support Vessel found with a bent support member on an upper level, load unreduced for 31 days since discovery.",1,0.38,Medium
OIL-UC-2197,Guwahati Pipeline Station,Audit/compliance walkthrough,"Incompatible materials found stored together near Metering Skid (oxidizing and flammable classes), separation short of code by roughly 22 cm.",1,0.33,Medium
OIL-UC-2198,Duliajan Oilfield,Shift changeover check,"Wheel-chock use not enforced during a connected transfer operation at Flowline ROW Section 4, observed on 39 occasions this month.",1,0.37,Medium
OIL-UC-2199,Digboi Refinery,Contractor oversight visit,"Emergency shutdown pull-station near LPG Bottling Plant found with a damaged cover, response time estimated 33 seconds slower in a test.",1,0.38,Medium
OIL-UC-2200,Jorhat Operations,Shift changeover check,"Alarm audibility at Diesel Fuel Island found reduced, volume measured roughly 3% below the standard threshold against ambient plant noise.",1,0.34,Medium
OIL-UC-2201,Moran Oilfield,Shift changeover check,"Support beam near Well Test Separator found with visible surface rust at a load-bearing weld, corrosion depth estimated at 39 mm.",1,0.42,Medium
OIL-UC-2202,Offshore Rig-04,Pre-operation verification,"Nozzle/valve seal at Drill Floor found with a slow drip, small stain accumulating over approximately 40 hours.",1,0.33,Medium
OIL-UC-2203,Guwahati Pipeline Station,Audit/compliance walkthrough,"Low-pressure alarm setpoint at SCADA Control Room found miscalibrated by roughly 5%, triggering well below the level needed for fail-safe response.",1,0.36,Medium
OIL-UC-2204,Duliajan Oilfield,Emergency-readiness drill prep,Confined-space warning signage at Perforating Gun Store found faded and difficult to read from beyond 11 metres.,1,0.4,Medium
OIL-UC-2205,Digboi Refinery,Routine inspection round,"Leak-indication tape near a flange at Reboiler Furnace Bay found discolored, consistent with a past minor release roughly 14 weeks ago; no work order raised.",1,0.35,Medium
OIL-UC-2206,Jorhat Operations,Contractor oversight visit,SCADA/monitoring software at Fire Station flagged as running an unpatched version for approximately 28 months.,1,0.31,Medium
OIL-UC-2207,Moran Oilfield,Emergency-readiness drill prep,"Standing/unacknowledged alarms accumulated in the control interface for Rig Floor Catwalk / V-Door, approximately 32 outstanding at time of check.",1,0.42,Medium
OIL-UC-2208,Offshore Rig-04,Audit/compliance walkthrough,"Handrail section near Drill Floor found corroded through in one section, load-bearing capacity untested for 10 months.",1,0.32,Medium
OIL-UC-2209,Guwahati Pipeline Station,Pre-operation verification,Vehicle-lift/lifting aid at TTPA (Tank Truck Parking Area) found operating 35 months past its load-test certification date with no re-test scheduled.,1,0.33,Medium
OIL-UC-2210,Duliajan Oilfield,Shift changeover check,Cathodic-protection or corrosion-monitoring reading at Water Treatment Plant found reading zero output for over 36 days; no compensating inspection logged.,1,0.37,Medium
OIL-UC-2211,Digboi Refinery,Scheduled maintenance walkdown,"Ventilation fan at Hydrocracker Unit found seized, area temperature elevated by approximately 32 degrees during operation.",1,0.44,Medium
OIL-UC-2212,Jorhat Operations,Scheduled maintenance walkdown,"Journey/route risk advisory for the route past Training Center found not updated for the current season, last revised 21 months ago.",1,0.44,Medium
OIL-UC-2213,Moran Oilfield,Contractor oversight visit,"Fire extinguisher near Rig Floor Catwalk / V-Door found with an inspection tag 20 months overdue, unit otherwise appearing intact.",1,0.32,Medium
OIL-UC-2214,Offshore Rig-04,Pre-operation verification,"Access-road culvert crossing near Life Boat Station found partially washed out after recent rain, heavy vehicles continuing to use the route for 22 days since.",1,0.34,Medium
OIL-UC-2215,Guwahati Pipeline Station,Routine inspection round,"Chemical-injection skid at LCNG/LNG Dispensing Station found with a leaking pump seal, product pooling on the skid deck for an estimated 20 hours before being noticed.",1,0.38,Medium
OIL-UC-2216,Duliajan Oilfield,Emergency-readiness drill prep,"Racking/shelving at Perforating Gun Store found with a bent support member on an upper level, load unreduced for 27 days since discovery.",1,0.34,Medium
OIL-UC-2217,Digboi Refinery,Routine inspection round,"Incompatible materials found stored together near Benzene Storage Tank Farm (oxidizing and flammable classes), separation short of code by roughly 20 cm.",1,0.33,Medium
OIL-UC-2218,Jorhat Operations,Pre-operation verification,"Wheel-chock use not enforced during a connected transfer operation at Central Workshop, observed on 24 occasions this month.",1,0.39,Medium
OIL-UC-2219,Moran Oilfield,Scheduled maintenance walkdown,"Emergency shutdown pull-station near Well Test Separator found with a damaged cover, response time estimated 15 seconds slower in a test.",1,0.42,Medium
OIL-UC-2220,Offshore Rig-04,Scheduled maintenance walkdown,"Alarm audibility at SPM Mooring Buoy Support Vessel found reduced, volume measured roughly 19% below the standard threshold against ambient plant noise.",1,0.3,Medium
OIL-UC-2221,Guwahati Pipeline Station,Routine inspection round,"Support beam near SCADA Control Room found with visible surface rust at a load-bearing weld, corrosion depth estimated at 17 mm.",1,0.39,Medium
OIL-UC-2222,Duliajan Oilfield,Routine inspection round,"Nozzle/valve seal at Central Tank Farm found with a slow drip, small stain accumulating over approximately 16 hours.",1,0.3,Medium
OIL-UC-2223,Digboi Refinery,Contractor oversight visit,"Low-pressure alarm setpoint at Effluent Treatment Plant found miscalibrated by roughly 8%, triggering well below the level needed for fail-safe response.",1,0.41,Medium
OIL-UC-2224,Jorhat Operations,Pre-operation verification,Confined-space warning signage at Training Center found faded and difficult to read from beyond 12 metres.,1,0.39,Medium
OIL-UC-2225,Moran Oilfield,Emergency-readiness drill prep,"Leak-indication tape near a flange at Well Test Separator found discolored, consistent with a past minor release roughly 14 weeks ago; no work order raised.",1,0.44,Medium
OIL-UC-2226,Offshore Rig-04,Emergency-readiness drill prep,SCADA/monitoring software at Moon Pool Area flagged as running an unpatched version for approximately 5 months.,1,0.3,Medium
OIL-UC-2227,Guwahati Pipeline Station,Contractor oversight visit,"Standing/unacknowledged alarms accumulated in the control interface for SCADA Control Room, approximately 36 outstanding at time of check.",1,0.4,Medium
OIL-UC-2228,Duliajan Oilfield,Emergency-readiness drill prep,"Handrail section near Gas Compressor Station found corroded through in one section, load-bearing capacity untested for 28 months.",1,0.31,Medium
OIL-UC-2229,Digboi Refinery,Scheduled maintenance walkdown,Vehicle-lift/lifting aid at Battery Room found operating 33 months past its load-test certification date with no re-test scheduled.,1,0.44,Medium
OIL-UC-2230,Jorhat Operations,Shift changeover check,Cathodic-protection or corrosion-monitoring reading at Central Workshop found reading zero output for over 2 days; no compensating inspection logged.,1,0.38,Medium
OIL-UC-2231,Moran Oilfield,Pre-operation verification,"Ventilation fan at Cementing Unit found seized, area temperature elevated by approximately 20 degrees during operation.",1,0.45,Medium
OIL-UC-2232,Offshore Rig-04,Scheduled maintenance walkdown,"Journey/route risk advisory for the route past SPM Mooring Buoy Support Vessel found not updated for the current season, last revised 33 months ago.",1,0.42,Medium
OIL-UC-2233,Guwahati Pipeline Station,Emergency-readiness drill prep,"Fire extinguisher near LCNG/LNG Dispensing Station found with an inspection tag 14 months overdue, unit otherwise appearing intact.",1,0.3,Medium
OIL-UC-2234,Duliajan Oilfield,Contractor oversight visit,"Access-road culvert crossing near Water Treatment Plant found partially washed out after recent rain, heavy vehicles continuing to use the route for 18 days since.",1,0.31,Medium
OIL-UC-2235,Digboi Refinery,Audit/compliance walkthrough,"Chemical-injection skid at Boiler House found with a leaking pump seal, product pooling on the skid deck for an estimated 20 hours before being noticed.",1,0.39,Medium
OIL-UC-2236,Jorhat Operations,Emergency-readiness drill prep,"Racking/shelving at Fire Station found with a bent support member on an upper level, load unreduced for 27 days since discovery.",1,0.35,Medium
OIL-UC-2237,Moran Oilfield,Contractor oversight visit,"Incompatible materials found stored together near Drilling Rig Substructure (oxidizing and flammable classes), separation short of code by roughly 27 cm.",1,0.3,Medium
OIL-UC-2238,Offshore Rig-04,Scheduled maintenance walkdown,"Wheel-chock use not enforced during a connected transfer operation at Life Boat Station, observed on 22 occasions this month.",1,0.28,Low
OIL-UC-2239,Guwahati Pipeline Station,Emergency-readiness drill prep,"Emergency shutdown pull-station near SCADA Control Room found with a damaged cover, response time estimated 30 seconds slower in a test.",1,0.33,Medium
OIL-UC-2240,Duliajan Oilfield,Contractor oversight visit,"Alarm audibility at Flowline ROW Section 4 found reduced, volume measured roughly 39% below the standard threshold against ambient plant noise.",1,0.38,Medium
OIL-UC-2241,Digboi Refinery,Routine inspection round,"Support beam near Boiler House found with visible surface rust at a load-bearing weld, corrosion depth estimated at 17 mm.",1,0.39,Medium
OIL-UC-2242,Jorhat Operations,Pre-operation verification,"Nozzle/valve seal at Warehouse found with a slow drip, small stain accumulating over approximately 12 hours.",1,0.4,Medium
OIL-UC-2243,Moran Oilfield,Contractor oversight visit,"Low-pressure alarm setpoint at Rig Floor Catwalk / V-Door found miscalibrated by roughly 21%, triggering well below the level needed for fail-safe response.",1,0.3,Medium
OIL-UC-2244,Offshore Rig-04,Scheduled maintenance walkdown,Confined-space warning signage at Mud Pump Room found faded and difficult to read from beyond 16 metres.,1,0.44,Medium
OIL-UC-2245,Guwahati Pipeline Station,Contractor oversight visit,"Leak-indication tape near a flange at Metering Skid found discolored, consistent with a past minor release roughly 31 weeks ago; no work order raised.",1,0.45,Medium
OIL-UC-2246,Duliajan Oilfield,Pre-operation verification,SCADA/monitoring software at Perforating Gun Store flagged as running an unpatched version for approximately 37 months.,1,0.41,Medium
OIL-UC-2247,Digboi Refinery,Contractor oversight visit,"Standing/unacknowledged alarms accumulated in the control interface for Ethanol Storage Tanks, approximately 17 outstanding at time of check.",1,0.41,Medium
OIL-UC-2248,Jorhat Operations,Pre-operation verification,"Handrail section near Central Workshop found corroded through in one section, load-bearing capacity untested for 35 months.",1,0.37,Medium
OIL-UC-2249,Moran Oilfield,Routine inspection round,Vehicle-lift/lifting aid at Drilling Rig Substructure found operating 38 months past its load-test certification date with no re-test scheduled.,1,0.29,Low
OIL-UC-3000,Moran Oilfield,Scheduled maintenance walkdown,"Telescopic mast assembly at Telescopic Mast Assembly found with 131 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted.",1,0.71,High
OIL-UC-3001,Offshore Rig-04,Shift changeover check,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 44 shifts since. (flagged during the night-shift audit)",1,0.77,High
OIL-UC-3002,Digboi Refinery,Contractor oversight visit,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 31 days ago, not yet re-enabled. (flagged during the day-shift handover)",1,0.63,High
OIL-UC-3003,Digboi Refinery,Routine inspection round,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 127 months, tank continuing to receive scheduled fills. (identified by a contractor supervisor's walkdown)",1,0.78,High
OIL-UC-3004,Digboi Refinery,Pre-operation verification,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 16 occasions. (raised during a joint HSE-operations inspection)",1,0.61,High
OIL-UC-3005,Digboi Refinery,Audit/compliance walkthrough,"Ventilation at Battery Room found non-functional for 118 hours, hydrogen off-gas levels not independently verified during that period. (noted by the on-duty area in-charge)",1,0.59,Medium
OIL-UC-3006,Duliajan Oilfield,Emergency-readiness drill prep,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 174 days ago and not yet reinstated.,1,0.65,High
OIL-UC-3007,Guwahati Pipeline Station,Shift changeover check,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 103 metres of the live line, no OIL representative present to verify line-locate markings. (flagged during the night-shift audit)",1,0.76,High
OIL-UC-3008,Digboi Refinery,Audit/compliance walkthrough,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 57 days for unrelated maintenance, pumps remaining in active service. (flagged during the day-shift handover)",1,0.6,High
OIL-UC-3009,Jorhat Operations,Contractor oversight visit,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 90 days, vehicle still used for yard repositioning. (identified by a contractor supervisor's walkdown)",1,0.59,Medium
OIL-UC-3010,Guwahati Pipeline Station,Pre-operation verification,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 19 hours, dispensing continuing on manual override. (raised during a joint HSE-operations inspection)",1,0.59,Medium
OIL-UC-3011,Guwahati Pipeline Station,Emergency-readiness drill prep,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 48 metres of run. (noted by the on-duty area in-charge),1,0.61,High
OIL-UC-3012,Guwahati Pipeline Station,Pre-operation verification,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 167 hours, crew working directly above the buried cable route.",1,0.66,High
OIL-UC-3013,Guwahati Pipeline Station,Emergency-readiness drill prep,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 116%, test proceeding as scheduled. (flagged during the night-shift audit)",1,0.78,High
OIL-UC-3014,Digboi Refinery,Routine inspection round,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 98 minutes before being noticed. (flagged during the day-shift handover)",1,0.73,High
OIL-UC-3015,Offshore Rig-04,Scheduled maintenance walkdown,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 140 lifts. (identified by a contractor supervisor's walkdown)",1,0.72,High
OIL-UC-3016,Offshore Rig-04,Scheduled maintenance walkdown,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 32 hours during active deck operations. (raised during a joint HSE-operations inspection)",1,0.8,Critical
OIL-UC-3017,Offshore Rig-04,Scheduled maintenance walkdown,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 137 hours, maintenance work continuing aboard. (noted by the on-duty area in-charge)",1,0.74,High
OIL-UC-3018,Guwahati Pipeline Station,Emergency-readiness drill prep,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 2 times per shift.",1,0.59,Medium
OIL-UC-3019,Guwahati Pipeline Station,Contractor oversight visit,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 120 metres of the line. (flagged during the night-shift audit)",1,0.74,High
OIL-UC-3020,Moran Oilfield,Pre-operation verification,"Telescopic mast assembly at Telescopic Mast Assembly found with 138 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted. (flagged during the day-shift handover)",1,0.76,High
OIL-UC-3021,Offshore Rig-04,Shift changeover check,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 119 shifts since. (identified by a contractor supervisor's walkdown)",1,0.61,High
OIL-UC-3022,Digboi Refinery,Routine inspection round,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 30 days ago, not yet re-enabled. (raised during a joint HSE-operations inspection)",1,0.76,High
