report_id,report_type,report_date,site,unit,activity,description_clean,sif_label,binary_sif,sif_probability,life_saving_rules,hazard_energy,barrier_failure,credible_consequence,recommended_action,evidence_text,status
OIL-UC-2078,unsafe conditions,16-01-2026,Duliajan Oilfield,Workover Rig Site,Audit/compliance walkthrough,"Wheel-chock use not enforced during a connected transfer operation at Workover Rig Site, observed on 40 occasions this month.",Medium,1,0.35,Line of Fire,Mechanical Motion,Absent - vehicle-movement control not applied during connected operation,"Vehicle rolls during transfer, hose rupture and product release",Enforce wheel-chock use as a mandatory pre-connection step,Wheel-chock use not enforced during a connected transfer ope,Open
OIL-UC-2079,unsafe conditions,07-01-2026,Digboi Refinery,LPG Bottling Plant,Pre-operation verification,"Emergency shutdown pull-station near LPG Bottling Plant found with a damaged cover, response time estimated 4 seconds slower in a test.",Medium,1,0.43,Emergency Response,Process Safety,Degraded - manual emergency stop reliability reduced,Slower manual intervention during an escalating event,"Repair cover, re-test activation time, verify against target response time",Emergency shutdown pull-station near LPG Bottling Plant foun,Open
OIL-UC-2080,unsafe conditions,27-10-2025,Jorhat Operations,Fleet Operations Yard,Shift changeover check,"Alarm audibility at Fleet Operations Yard found reduced, volume measured roughly 14% below the standard threshold against ambient plant noise.",Medium,1,0.38,Process Safety,Chemical/Process,Degraded - alarm audibility reduced in a noisy work environment,Delayed response to a release or upset condition,"Increase alarm volume/add visual beacon, verify audibility",Alarm audibility at Fleet Operations Yard found reduced,Resolved
OIL-UC-2081,unsafe conditions,18-05-2025,Moran Oilfield,Mud Logging Cabin,Pre-operation verification,"Support beam near Mud Logging Cabin found with visible surface rust at a load-bearing weld, corrosion depth estimated at 5 mm.",Medium,1,0.3,Process Safety,Mechanical/Gravity,Degraded - structural integrity of a load-bearing element unassessed after visible corrosion,Potential localized structural failure over time,"Request structural assessment of the weld, monitor until inspected",Support beam near Mud Logging Cabin found with visible surfa,Open
OIL-UC-2082,unsafe conditions,09-02-2025,Offshore Rig-04,Catwalk / V-Door,Contractor oversight visit,"Nozzle/valve seal at Catwalk / V-Door found with a slow drip, small stain accumulating over approximately 34 hours.",Medium,1,0.31,Process Safety,Chemical/Process,Degraded - seal barrier leaking,Accumulated product creates slip and minor fire-fuel-source risk,"Replace seal, clean stained area",Nozzle/valve seal at Catwalk / V-Door found with a slow drip,Open
OIL-UC-2083,unsafe conditions,10-11-2024,Guwahati Pipeline Station,TTPA (Tank Truck Parking Area),Audit/compliance walkthrough,"Low-pressure alarm setpoint at TTPA (Tank Truck Parking Area) found miscalibrated by roughly 30%, triggering well below the level needed for fail-safe response.",Medium,1,0.37,Process Safety,Mechanical/Pressure,Degraded - alarm setpoint error undermines fail-safe design margin,Fail-safe equipment may not activate reliably during a supply loss,"Recalibrate setpoint to design value, verify against fail-safe requirements",Low-pressure alarm setpoint at TTPA (Tank Truck Parking Area,Open
OIL-UC-2084,unsafe conditions,03-08-2026,Duliajan Oilfield,Chemical Injection Skid,Shift changeover check,Confined-space warning signage at Chemical Injection Skid found faded and difficult to read from beyond 25 metres.,Medium,1,0.35,Confined Space,Chemical/Process,Degraded - hazard communication barrier weakened,Personnel may enter a hazardous space without adequate warning,"Replace signage immediately, verify entries are additionally covered by permit",Confined-space warning signage at Chemical Injection Skid fo,Resolved
OIL-UC-2085,unsafe conditions,25-03-2026,Digboi Refinery,Boiler House,Routine inspection round,"Leak-indication tape near a flange at Boiler House found discolored, consistent with a past minor release roughly 40 weeks ago; no work order raised.",Medium,1,0.41,Process Safety,Chemical/Process,Degraded - leak indication observed but not acted upon,Recurrence of a leak near an ignition-prone area,"Raise a work order immediately, inspect flange, monitor with a gas detector",Leak-indication tape near a flange at Boiler House found dis,Open
OIL-UC-2086,unsafe conditions,26-04-2026,Jorhat Operations,Warehouse,Shift changeover check,SCADA/monitoring software at Warehouse flagged as running an unpatched version for approximately 6 months.,Medium,1,0.3,Process Safety,Chemical/Process,Degraded - software-based detection barrier unmaintained,Delayed or missed detection alerts,Prioritize software update and patch cycle,SCADA/monitoring software at Warehouse flagged as running an,Open
OIL-UC-2087,unsafe conditions,04-04-2026,Moran Oilfield,Well Test Separator,Shift changeover check,"Standing/unacknowledged alarms accumulated in the control interface for Well Test Separator, approximately 20 outstanding at time of check.",Medium,1,0.4,Process Safety,Chemical/Process,Degraded - alarm-response barrier weakened by alarm flooding,A critical alarm could be missed among the backlog during an upset,"Clear and triage the standing alarm backlog, review alarm rationalization",Standing/unacknowledged alarms accumulated in the control in,Open
OIL-UC-2088,unsafe conditions,23-10-2024,Offshore Rig-04,Main Deck Crane,Routine inspection round,"Handrail section near Main Deck Crane found corroded through in one section, load-bearing capacity untested for 23 months.",Medium,1,0.38,Line of Fire,Gravity,Degraded - fall-protection barrier weakened,Worker could fall from an elevated or edge area,Cordon the area and replace the corroded section,Handrail section near Main Deck Crane found corroded through,Resolved
OIL-UC-2089,unsafe conditions,07-07-2025,Guwahati Pipeline Station,220kV Cable Trench (RCC),Contractor oversight visit,Vehicle-lift/lifting aid at 220kV Cable Trench (RCC) found operating 21 months past its load-test certification date with no re-test scheduled.,Medium,1,0.4,Line of Fire,Gravity,Degraded - lifting equipment certification lapsed,"Equipment failure while a load is raised, causing crush injury",Withdraw from service until re-tested and certified,Vehicle-lift/lifting aid at 220kV Cable Trench (RCC) found o,Open
OIL-UC-2090,unsafe conditions,14-04-2025,Duliajan Oilfield,Gas Compressor Station,Contractor oversight visit,Cathodic-protection or corrosion-monitoring reading at Gas Compressor Station found reading zero output for over 40 days; no compensating inspection logged.,Medium,1,0.44,Process Safety,Chemical/Process,Absent - corrosion-prevention barrier non-functional with no compensating inspection,Accelerated external corrosion leading to eventual wall loss and leak,"Repair immediately, run an interim manual survey, escalate to integrity team",Cathodic-protection or corrosion-monitoring reading at Gas C,Open
OIL-UC-2091,unsafe conditions,09-10-2024,Digboi Refinery,LPG Bottling Plant,Contractor oversight visit,"Ventilation fan at LPG Bottling Plant found seized, area temperature elevated by approximately 26 degrees during operation.",Medium,1,0.41,Process Safety,Thermal,Degraded - ventilation control not functioning,Heat stress to personnel and potential vapor accumulation,"Repair fan, implement interim heat-stress monitoring",Ventilation fan at LPG Bottling Plant found seized,Open
OIL-UC-2092,unsafe conditions,08-08-2025,Jorhat Operations,Fleet Operations Yard,Routine inspection round,"Journey/route risk advisory for the route past Fleet Operations Yard found not updated for the current season, last revised 35 months ago.",Medium,1,0.39,Safe Driving,Gravity/Motor Vehicle,Absent - no current route-risk communication control,"Vehicle caught in a seasonal hazard (flooding, landslide, etc.)",Issue an updated seasonal route-risk advisory before further transit,Journey/route risk advisory for the route past Fleet Operati,Resolved
OIL-UC-2093,unsafe conditions,02-12-2024,Moran Oilfield,Camp Site,Routine inspection round,"Fire extinguisher near Camp Site found with an inspection tag 25 months overdue, unit otherwise appearing intact.",Medium,1,0.34,Emergency Response,Thermal,Degraded - fire-response readiness unverified,Extinguisher may not function reliably during an incipient fire,"Inspect and recertify immediately, replace if faulty",Fire extinguisher near Camp Site found with an inspection ta,Open
OIL-UC-2094,unsafe conditions,18-01-2025,Offshore Rig-04,Helideck,Emergency-readiness drill prep,"Access-road culvert crossing near Helideck found partially washed out after recent rain, heavy vehicles continuing to use the route for 23 days since.",Medium,1,0.36,Safe Driving,Gravity,Absent - safe route control not enforced after a ground-condition change,Vehicle rollover or collapse of crossing under load,"Close route to heavy vehicles until repaired, arrange an alternate route",Access-road culvert crossing near Helideck found partially w,Open
OIL-UC-2095,unsafe conditions,17-08-2026,Guwahati Pipeline Station,Metering Skid,Routine inspection round,"Chemical-injection skid at Metering Skid found with a leaking pump seal, product pooling on the skid deck for an estimated 11 hours before being noticed.",Medium,1,0.33,Process Safety,Chemical/Process,Degraded - containment barrier ineffective for leaking equipment,"Chemical exposure to personnel, slip hazard, environmental release","Repair seal, clean spill, verify containment tray drains",Chemical-injection skid at Metering Skid found with a leakin,Open
OIL-UC-2096,unsafe conditions,27-06-2026,Duliajan Oilfield,Workover Rig Site,Emergency-readiness drill prep,"Racking/shelving at Workover Rig Site found with a bent support member on an upper level, load unreduced for 34 days since discovery.",Medium,1,0.37,Line of Fire,Gravity,Degraded - structural storage integrity compromised,Racking collapse drops stored material onto personnel below,"Reduce load on affected bay, schedule structural inspection",Racking/shelving at Workover Rig Site found with a bent supp,Resolved
OIL-UC-2097,unsafe conditions,25-07-2026,Digboi Refinery,LPG Bottling Plant,Contractor oversight visit,"Incompatible materials found stored together near LPG Bottling Plant (oxidizing and flammable classes), separation short of code by roughly 4 cm.",Medium,1,0.34,Process Safety,Chemical/Process,Absent - incompatible-material segregation barrier not maintained,Fire/explosion risk from incompatible material proximity,"Separate materials immediately per storage code, retrain store staff",Incompatible materials found stored together near LPG Bottli,Open
OIL-UC-2098,unsafe conditions,14-11-2024,Jorhat Operations,Training Center,Audit/compliance walkthrough,"Wheel-chock use not enforced during a connected transfer operation at Training Center, observed on 10 occasions this month.",Medium,1,0.34,Line of Fire,Mechanical Motion,Absent - vehicle-movement control not applied during connected operation,"Vehicle rolls during transfer, hose rupture and product release",Enforce wheel-chock use as a mandatory pre-connection step,Wheel-chock use not enforced during a connected transfer ope,Open
OIL-UC-2099,unsafe conditions,26-07-2025,Moran Oilfield,Mud Logging Cabin,Contractor oversight visit,"Emergency shutdown pull-station near Mud Logging Cabin found with a damaged cover, response time estimated 12 seconds slower in a test.",Medium,1,0.35,Emergency Response,Process Safety,Degraded - manual emergency stop reliability reduced,Slower manual intervention during an escalating event,"Repair cover, re-test activation time, verify against target response time",Emergency shutdown pull-station near Mud Logging Cabin found,Open
OIL-UC-2100,unsafe conditions,11-07-2026,Offshore Rig-04,Mud Pump Room,Pre-operation verification,"Alarm audibility at Mud Pump Room found reduced, volume measured roughly 17% below the standard threshold against ambient plant noise.",Medium,1,0.38,Process Safety,Chemical/Process,Degraded - alarm audibility reduced in a noisy work environment,Delayed response to a release or upset condition,"Increase alarm volume/add visual beacon, verify audibility",Alarm audibility at Mud Pump Room found reduced,Resolved
OIL-UC-2101,unsafe conditions,13-08-2026,Guwahati Pipeline Station,TTPA (Tank Truck Parking Area),Audit/compliance walkthrough,"Support beam near TTPA (Tank Truck Parking Area) found with visible surface rust at a load-bearing weld, corrosion depth estimated at 16 mm.",Medium,1,0.32,Process Safety,Mechanical/Gravity,Degraded - structural integrity of a load-bearing element unassessed after visible corrosion,Potential localized structural failure over time,"Request structural assessment of the weld, monitor until inspected",Support beam near TTPA (Tank Truck Parking Area) found with,Open
OIL-UC-2102,unsafe conditions,06-01-2026,Duliajan Oilfield,Water Treatment Plant,Shift changeover check,"Nozzle/valve seal at Water Treatment Plant found with a slow drip, small stain accumulating over approximately 14 hours.",Medium,1,0.4,Process Safety,Chemical/Process,Degraded - seal barrier leaking,Accumulated product creates slip and minor fire-fuel-source risk,"Replace seal, clean stained area",Nozzle/valve seal at Water Treatment Plant found with a slow,Open
OIL-UC-2103,unsafe conditions,27-06-2025,Digboi Refinery,Effluent Treatment Plant,Emergency-readiness drill prep,"Low-pressure alarm setpoint at Effluent Treatment Plant found miscalibrated by roughly 31%, triggering well below the level needed for fail-safe response.",Medium,1,0.33,Process Safety,Mechanical/Pressure,Degraded - alarm setpoint error undermines fail-safe design margin,Fail-safe equipment may not activate reliably during a supply loss,"Recalibrate setpoint to design value, verify against fail-safe requirements",Low-pressure alarm setpoint at Effluent Treatment Plant foun,Open
OIL-UC-2104,unsafe conditions,22-12-2024,Jorhat Operations,Training Center,Pre-operation verification,Confined-space warning signage at Training Center found faded and difficult to read from beyond 35 metres.,Medium,1,0.44,Confined Space,Chemical/Process,Degraded - hazard communication barrier weakened,Personnel may enter a hazardous space without adequate warning,"Replace signage immediately, verify entries are additionally covered by permit",Confined-space warning signage at Training Center found fade,Resolved
OIL-UC-2105,unsafe conditions,24-07-2024,Moran Oilfield,Rig Floor Catwalk / V-Door,Scheduled maintenance walkdown,"Leak-indication tape near a flange at Rig Floor Catwalk / V-Door found discolored, consistent with a past minor release roughly 40 weeks ago; no work order raised.",Medium,1,0.43,Process Safety,Chemical/Process,Degraded - leak indication observed but not acted upon,Recurrence of a leak near an ignition-prone area,"Raise a work order immediately, inspect flange, monitor with a gas detector",Leak-indication tape near a flange at Rig Floor Catwalk / V-,Open
OIL-UC-2106,unsafe conditions,30-05-2026,Offshore Rig-04,Life Boat Station,Audit/compliance walkthrough,SCADA/monitoring software at Life Boat Station flagged as running an unpatched version for approximately 25 months.,Medium,1,0.44,Process Safety,Chemical/Process,Degraded - software-based detection barrier unmaintained,Delayed or missed detection alerts,Prioritize software update and patch cycle,SCADA/monitoring software at Life Boat Station flagged as ru,Open
OIL-UC-2107,unsafe conditions,07-03-2025,Guwahati Pipeline Station,Mainline Block Valve Station,Routine inspection round,"Standing/unacknowledged alarms accumulated in the control interface for Mainline Block Valve Station, approximately 20 outstanding at time of check.",Medium,1,0.41,Process Safety,Chemical/Process,Degraded - alarm-response barrier weakened by alarm flooding,A critical alarm could be missed among the backlog during an upset,"Clear and triage the standing alarm backlog, review alarm rationalization",Standing/unacknowledged alarms accumulated in the control in,Open
OIL-UC-2108,unsafe conditions,02-09-2024,Duliajan Oilfield,Water Treatment Plant,Scheduled maintenance walkdown,"Handrail section near Water Treatment Plant found corroded through in one section, load-bearing capacity untested for 34 months.",Medium,1,0.42,Line of Fire,Gravity,Degraded - fall-protection barrier weakened,Worker could fall from an elevated or edge area,Cordon the area and replace the corroded section,Handrail section near Water Treatment Plant found corroded t,Resolved
OIL-UC-2109,unsafe conditions,30-07-2025,Digboi Refinery,Ethanol Storage Tanks,Shift changeover check,Vehicle-lift/lifting aid at Ethanol Storage Tanks found operating 30 months past its load-test certification date with no re-test scheduled.,Medium,1,0.44,Line of Fire,Gravity,Degraded - lifting equipment certification lapsed,"Equipment failure while a load is raised, causing crush injury",Withdraw from service until re-tested and certified,Vehicle-lift/lifting aid at Ethanol Storage Tanks found oper,Open
OIL-UC-2110,unsafe conditions,01-07-2025,Jorhat Operations,Central Workshop,Audit/compliance walkthrough,Cathodic-protection or corrosion-monitoring reading at Central Workshop found reading zero output for over 27 days; no compensating inspection logged.,Medium,1,0.34,Process Safety,Chemical/Process,Absent - corrosion-prevention barrier non-functional with no compensating inspection,Accelerated external corrosion leading to eventual wall loss and leak,"Repair immediately, run an interim manual survey, escalate to integrity team",Cathodic-protection or corrosion-monitoring reading at Centr,Open
OIL-UC-2111,unsafe conditions,10-09-2024,Moran Oilfield,Drilling Rig Substructure,Scheduled maintenance walkdown,"Ventilation fan at Drilling Rig Substructure found seized, area temperature elevated by approximately 25 degrees during operation.",Medium,1,0.28,Process Safety,Thermal,Degraded - ventilation control not functioning,Heat stress to personnel and potential vapor accumulation,"Repair fan, implement interim heat-stress monitoring",Ventilation fan at Drilling Rig Substructure found seized,Open
OIL-UC-2112,unsafe conditions,27-09-2025,Offshore Rig-04,Mud Pump Room,Scheduled maintenance walkdown,"Journey/route risk advisory for the route past Mud Pump Room found not updated for the current season, last revised 11 months ago.",Medium,1,0.29,Safe Driving,Gravity/Motor Vehicle,Absent - no current route-risk communication control,"Vehicle caught in a seasonal hazard (flooding, landslide, etc.)",Issue an updated seasonal route-risk advisory before further transit,Journey/route risk advisory for the route past Mud Pump Room,Resolved
OIL-UC-2113,unsafe conditions,21-08-2024,Guwahati Pipeline Station,Metering Skid,Pre-operation verification,"Fire extinguisher near Metering Skid found with an inspection tag 32 months overdue, unit otherwise appearing intact.",Medium,1,0.38,Emergency Response,Thermal,Degraded - fire-response readiness unverified,Extinguisher may not function reliably during an incipient fire,"Inspect and recertify immediately, replace if faulty",Fire extinguisher near Metering Skid found with an inspectio,Open
OIL-UC-2114,unsafe conditions,14-12-2025,Duliajan Oilfield,Wellhead Cluster 3,Scheduled maintenance walkdown,"Access-road culvert crossing near Wellhead Cluster 3 found partially washed out after recent rain, heavy vehicles continuing to use the route for 18 days since.",Medium,1,0.42,Safe Driving,Gravity,Absent - safe route control not enforced after a ground-condition change,Vehicle rollover or collapse of crossing under load,"Close route to heavy vehicles until repaired, arrange an alternate route",Access-road culvert crossing near Wellhead Cluster 3 found p,Open
OIL-UC-2115,unsafe conditions,30-01-2025,Digboi Refinery,LPG Bottling Plant,Routine inspection round,"Chemical-injection skid at LPG Bottling Plant found with a leaking pump seal, product pooling on the skid deck for an estimated 29 hours before being noticed.",Medium,1,0.41,Process Safety,Chemical/Process,Degraded - containment barrier ineffective for leaking equipment,"Chemical exposure to personnel, slip hazard, environmental release","Repair seal, clean spill, verify containment tray drains",Chemical-injection skid at LPG Bottling Plant found with a l,Open
OIL-UC-2116,unsafe conditions,17-03-2026,Jorhat Operations,Warehouse,Routine inspection round,"Racking/shelving at Warehouse found with a bent support member on an upper level, load unreduced for 9 days since discovery.",Medium,1,0.32,Line of Fire,Gravity,Degraded - structural storage integrity compromised,Racking collapse drops stored material onto personnel below,"Reduce load on affected bay, schedule structural inspection",Racking/shelving at Warehouse found with a bent support memb,Resolved
OIL-UC-2117,unsafe conditions,25-10-2025,Moran Oilfield,Rig Floor Catwalk / V-Door,Routine inspection round,"Incompatible materials found stored together near Rig Floor Catwalk / V-Door (oxidizing and flammable classes), separation short of code by roughly 31 cm.",Medium,1,0.3,Process Safety,Chemical/Process,Absent - incompatible-material segregation barrier not maintained,Fire/explosion risk from incompatible material proximity,"Separate materials immediately per storage code, retrain store staff",Incompatible materials found stored together near Rig Floor,Open
OIL-UC-2118,unsafe conditions,03-02-2025,Offshore Rig-04,SPM Mooring Buoy Support Vessel,Contractor oversight visit,"Wheel-chock use not enforced during a connected transfer operation at SPM Mooring Buoy Support Vessel, observed on 3 occasions this month.",Medium,1,0.37,Line of Fire,Mechanical Motion,Absent - vehicle-movement control not applied during connected operation,"Vehicle rolls during transfer, hose rupture and product release",Enforce wheel-chock use as a mandatory pre-connection step,Wheel-chock use not enforced during a connected transfer ope,Open
OIL-UC-2119,unsafe conditions,28-05-2025,Guwahati Pipeline Station,Metering Skid,Pre-operation verification,"Emergency shutdown pull-station near Metering Skid found with a damaged cover, response time estimated 20 seconds slower in a test.",Medium,1,0.28,Emergency Response,Process Safety,Degraded - manual emergency stop reliability reduced,Slower manual intervention during an escalating event,"Repair cover, re-test activation time, verify against target response time",Emergency shutdown pull-station near Metering Skid found wit,Open
OIL-UC-2120,unsafe conditions,16-04-2026,Duliajan Oilfield,Central Tank Farm,Pre-operation verification,"Alarm audibility at Central Tank Farm found reduced, volume measured roughly 38% below the standard threshold against ambient plant noise.",Medium,1,0.31,Process Safety,Chemical/Process,Degraded - alarm audibility reduced in a noisy work environment,Delayed response to a release or upset condition,"Increase alarm volume/add visual beacon, verify audibility",Alarm audibility at Central Tank Farm found reduced,Resolved
OIL-UC-2121,unsafe conditions,21-11-2025,Digboi Refinery,Reboiler Furnace Bay,Shift changeover check,"Support beam near Reboiler Furnace Bay found with visible surface rust at a load-bearing weld, corrosion depth estimated at 35 mm.",Medium,1,0.29,Process Safety,Mechanical/Gravity,Degraded - structural integrity of a load-bearing element unassessed after visible corrosion,Potential localized structural failure over time,"Request structural assessment of the weld, monitor until inspected",Support beam near Reboiler Furnace Bay found with visible su,Open
OIL-UC-2122,unsafe conditions,20-12-2025,Jorhat Operations,Training Center,Emergency-readiness drill prep,"Nozzle/valve seal at Training Center found with a slow drip, small stain accumulating over approximately 34 hours.",Medium,1,0.45,Process Safety,Chemical/Process,Degraded - seal barrier leaking,Accumulated product creates slip and minor fire-fuel-source risk,"Replace seal, clean stained area",Nozzle/valve seal at Training Center found with a slow drip,Open
OIL-UC-2123,unsafe conditions,13-03-2026,Moran Oilfield,Drilling Rig Substructure,Emergency-readiness drill prep,"Low-pressure alarm setpoint at Drilling Rig Substructure found miscalibrated by roughly 26%, triggering well below the level needed for fail-safe response.",Medium,1,0.36,Process Safety,Mechanical/Pressure,Degraded - alarm setpoint error undermines fail-safe design margin,Fail-safe equipment may not activate reliably during a supply loss,"Recalibrate setpoint to design value, verify against fail-safe requirements",Low-pressure alarm setpoint at Drilling Rig Substructure fou,Open
OIL-UC-2124,unsafe conditions,01-06-2025,Offshore Rig-04,Accommodation Module,Shift changeover check,Confined-space warning signage at Accommodation Module found faded and difficult to read from beyond 25 metres.,Medium,1,0.41,Confined Space,Chemical/Process,Degraded - hazard communication barrier weakened,Personnel may enter a hazardous space without adequate warning,"Replace signage immediately, verify entries are additionally covered by permit",Confined-space warning signage at Accommodation Module found,Resolved
OIL-UC-2125,unsafe conditions,06-03-2026,Guwahati Pipeline Station,Mainline Block Valve Station,Scheduled maintenance walkdown,"Leak-indication tape near a flange at Mainline Block Valve Station found discolored, consistent with a past minor release roughly 24 weeks ago; no work order raised.",Medium,1,0.4,Process Safety,Chemical/Process,Degraded - leak indication observed but not acted upon,Recurrence of a leak near an ignition-prone area,"Raise a work order immediately, inspect flange, monitor with a gas detector",Leak-indication tape near a flange at Mainline Block Valve S,Open
OIL-UC-2126,unsafe conditions,15-10-2024,Duliajan Oilfield,Workover Rig Site,Contractor oversight visit,SCADA/monitoring software at Workover Rig Site flagged as running an unpatched version for approximately 39 months.,Medium,1,0.41,Process Safety,Chemical/Process,Degraded - software-based detection barrier unmaintained,Delayed or missed detection alerts,Prioritize software update and patch cycle,SCADA/monitoring software at Workover Rig Site flagged as ru,Open
OIL-UC-2127,unsafe conditions,21-03-2026,Digboi Refinery,Naphtha Splitter Unit,Audit/compliance walkthrough,"Standing/unacknowledged alarms accumulated in the control interface for Naphtha Splitter Unit, approximately 24 outstanding at time of check.",Medium,1,0.34,Process Safety,Chemical/Process,Degraded - alarm-response barrier weakened by alarm flooding,A critical alarm could be missed among the backlog during an upset,"Clear and triage the standing alarm backlog, review alarm rationalization",Standing/unacknowledged alarms accumulated in the control in,Open
OIL-UC-2128,unsafe conditions,04-12-2024,Jorhat Operations,Fire Station,Contractor oversight visit,"Handrail section near Fire Station found corroded through in one section, load-bearing capacity untested for 31 months.",Medium,1,0.36,Line of Fire,Gravity,Degraded - fall-protection barrier weakened,Worker could fall from an elevated or edge area,Cordon the area and replace the corroded section,Handrail section near Fire Station found corroded through in,Resolved
OIL-UC-2129,unsafe conditions,12-09-2025,Moran Oilfield,Rig Floor Catwalk / V-Door,Routine inspection round,Vehicle-lift/lifting aid at Rig Floor Catwalk / V-Door found operating 10 months past its load-test certification date with no re-test scheduled.,Medium,1,0.4,Line of Fire,Gravity,Degraded - lifting equipment certification lapsed,"Equipment failure while a load is raised, causing crush injury",Withdraw from service until re-tested and certified,Vehicle-lift/lifting aid at Rig Floor Catwalk / V-Door found,Open
OIL-UC-2130,unsafe conditions,22-12-2024,Offshore Rig-04,Drill Floor,Scheduled maintenance walkdown,Cathodic-protection or corrosion-monitoring reading at Drill Floor found reading zero output for over 20 days; no compensating inspection logged.,Medium,1,0.29,Process Safety,Chemical/Process,Absent - corrosion-prevention barrier non-functional with no compensating inspection,Accelerated external corrosion leading to eventual wall loss and leak,"Repair immediately, run an interim manual survey, escalate to integrity team",Cathodic-protection or corrosion-monitoring reading at Drill,Open
OIL-UC-2131,unsafe conditions,09-12-2025,Guwahati Pipeline Station,Pig Launcher,Shift changeover check,"Ventilation fan at Pig Launcher found seized, area temperature elevated by approximately 22 degrees during operation.",Medium,1,0.37,Process Safety,Thermal,Degraded - ventilation control not functioning,Heat stress to personnel and potential vapor accumulation,"Repair fan, implement interim heat-stress monitoring",Ventilation fan at Pig Launcher found seized,Open
OIL-UC-2132,unsafe conditions,13-12-2024,Duliajan Oilfield,Water Treatment Plant,Routine inspection round,"Journey/route risk advisory for the route past Water Treatment Plant found not updated for the current season, last revised 18 months ago.",Medium,1,0.41,Safe Driving,Gravity/Motor Vehicle,Absent - no current route-risk communication control,"Vehicle caught in a seasonal hazard (flooding, landslide, etc.)",Issue an updated seasonal route-risk advisory before further transit,Journey/route risk advisory for the route past Water Treatme,Resolved
OIL-UC-2133,unsafe conditions,03-04-2026,Digboi Refinery,Hydrocracker Unit,Emergency-readiness drill prep,"Fire extinguisher near Hydrocracker Unit found with an inspection tag 24 months overdue, unit otherwise appearing intact.",Medium,1,0.41,Emergency Response,Thermal,Degraded - fire-response readiness unverified,Extinguisher may not function reliably during an incipient fire,"Inspect and recertify immediately, replace if faulty",Fire extinguisher near Hydrocracker Unit found with an inspe,Open
OIL-UC-2134,unsafe conditions,22-08-2025,Jorhat Operations,Warehouse,Routine inspection round,"Access-road culvert crossing near Warehouse found partially washed out after recent rain, heavy vehicles continuing to use the route for 19 days since.",Medium,1,0.42,Safe Driving,Gravity,Absent - safe route control not enforced after a ground-condition change,Vehicle rollover or collapse of crossing under load,"Close route to heavy vehicles until repaired, arrange an alternate route",Access-road culvert crossing near Warehouse found partially,Open
OIL-UC-2135,unsafe conditions,09-12-2024,Moran Oilfield,Well Test Separator,Pre-operation verification,"Chemical-injection skid at Well Test Separator found with a leaking pump seal, product pooling on the skid deck for an estimated 30 hours before being noticed.",Medium,1,0.34,Process Safety,Chemical/Process,Degraded - containment barrier ineffective for leaking equipment,"Chemical exposure to personnel, slip hazard, environmental release","Repair seal, clean spill, verify containment tray drains",Chemical-injection skid at Well Test Separator found with a,Open
OIL-UC-2136,unsafe conditions,14-11-2025,Offshore Rig-04,Life Boat Station,Shift changeover check,"Racking/shelving at Life Boat Station found with a bent support member on an upper level, load unreduced for 33 days since discovery.",Medium,1,0.44,Line of Fire,Gravity,Degraded - structural storage integrity compromised,Racking collapse drops stored material onto personnel below,"Reduce load on affected bay, schedule structural inspection",Racking/shelving at Life Boat Station found with a bent supp,Resolved
OIL-UC-2137,unsafe conditions,15-08-2025,Guwahati Pipeline Station,LCNG/LNG Dispensing Station,Contractor oversight visit,"Incompatible materials found stored together near LCNG/LNG Dispensing Station (oxidizing and flammable classes), separation short of code by roughly 7 cm.",Medium,1,0.35,Process Safety,Chemical/Process,Absent - incompatible-material segregation barrier not maintained,Fire/explosion risk from incompatible material proximity,"Separate materials immediately per storage code, retrain store staff",Incompatible materials found stored together near LCNG/LNG D,Open
OIL-UC-2138,unsafe conditions,21-08-2024,Duliajan Oilfield,Gas Compressor Station,Shift changeover check,"Wheel-chock use not enforced during a connected transfer operation at Gas Compressor Station, observed on 36 occasions this month.",Medium,1,0.33,Line of Fire,Mechanical Motion,Absent - vehicle-movement control not applied during connected operation,"Vehicle rolls during transfer, hose rupture and product release",Enforce wheel-chock use as a mandatory pre-connection step,Wheel-chock use not enforced during a connected transfer ope,Open
OIL-UC-2139,unsafe conditions,05-06-2026,Digboi Refinery,Boiler House,Shift changeover check,"Emergency shutdown pull-station near Boiler House found with a damaged cover, response time estimated 20 seconds slower in a test.",Medium,1,0.36,Emergency Response,Process Safety,Degraded - manual emergency stop reliability reduced,Slower manual intervention during an escalating event,"Repair cover, re-test activation time, verify against target response time",Emergency shutdown pull-station near Boiler House found with,Open
OIL-UC-2140,unsafe conditions,01-09-2025,Jorhat Operations,Compressed Gas Store,Contractor oversight visit,"Alarm audibility at Compressed Gas Store found reduced, volume measured roughly 12% below the standard threshold against ambient plant noise.",Medium,1,0.36,Process Safety,Chemical/Process,Degraded - alarm audibility reduced in a noisy work environment,Delayed response to a release or upset condition,"Increase alarm volume/add visual beacon, verify audibility",Alarm audibility at Compressed Gas Store found reduced,Resolved
OIL-UC-2141,unsafe conditions,09-03-2025,Moran Oilfield,Drilling Rig Substructure,Audit/compliance walkthrough,"Support beam near Drilling Rig Substructure found with visible surface rust at a load-bearing weld, corrosion depth estimated at 24 mm.",Medium,1,0.45,Process Safety,Mechanical/Gravity,Degraded - structural integrity of a load-bearing element unassessed after visible corrosion,Potential localized structural failure over time,"Request structural assessment of the weld, monitor until inspected",Support beam near Drilling Rig Substructure found with visib,Open
