report_id,report_type,description_raw,description_clean,site,activity,barrier_failure,iogp_life_saving_rule,risk_level,sif_potential,case_basis
NM_0686,Near Miss,"During routine checks at LPG bottling plant, Gas test missing was observed during Emergency valve servicing. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","During routine checks at LPG bottling plant, Gas test missing was observed during Emergency valve servicing. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",LPG bottling plant,Emergency valve servicing,Gas test missing,Confined Space,Critical,1,Confined space entry incident
NM_0758,Near Miss,"Before/during Breaking a pressurised flange at Offshore platform, Drain cover was open and combustible vapour testing was not documented. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.","Before/during Breaking a pressurised flange at Offshore platform, Drain cover was open and combustible vapour testing was not documented. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.",Offshore platform,Breaking a pressurised flange,Drain cover was open and combustible vapour testing was not documented,Hot Work,Critical,1,Safety-control bypass
NM_0680,Near Miss,"Shift crew reported that during Loading/unloading operations in Refinery unit, Pneumatic energy isolation was not locked and residual pressure remained in the line. All personnel were evacuated. All personnel were evacuated and the area was secured pending full investigation.","Shift crew reported that during Loading/unloading operations in Refinery unit, Pneumatic energy isolation was not locked and residual pressure remained in the line. All personnel were evacuated. All personnel were evacuated and the area was secured pending full investigation.",Refinery unit,Loading/unloading operations,Pneumatic energy isolation was not locked and residual pressure remained in the line,Energy Isolation,Critical,1,Electrical shock precursor
NM_0398,Near Miss,"During Pump seal replacement at Process plant, Pneumatic energy isolation was not locked and residual pressure remained in the line. The activity was delayed pending correction. The crew escalated the issue through the shift safety meeting and closed it before continuation.","During Pump seal replacement at Process plant, Pneumatic energy isolation was not locked and residual pressure remained in the line. The activity was delayed pending correction. The crew escalated the issue through the shift safety meeting and closed it before continuation.",Process plant,Pump seal replacement,Pneumatic energy isolation was not locked and residual pressure remained in the line,Energy Isolation,Medium,0,Confined-space entry controls
NM_0461,Near Miss,"During Confined space entry at Pipeline ROW, Drain cover was open and combustible vapour testing was not documented. Critical control failure was corrected before resuming work. A supervisor issued a stop-work intervention and required a formal control verification.","During Confined space entry at Pipeline ROW, Drain cover was open and combustible vapour testing was not documented. Critical control failure was corrected before resuming work. A supervisor issued a stop-work intervention and required a formal control verification.",Pipeline ROW,Confined space entry,Drain cover was open and combustible vapour testing was not documented,Confined Space,High,1,Process fire precursor
NM_0761,Near Miss,"Before/during Wellhead valve maintenance at Field office area, Reversing was attempted without a banksman and pedestrian segregation. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.","Before/during Wellhead valve maintenance at Field office area, Reversing was attempted without a banksman and pedestrian segregation. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",Field office area,Wellhead valve maintenance,Reversing was attempted without a banksman and pedestrian segregation,Driving,Critical,1,Journey-management controls
NM_0556,Near Miss,"Near-miss observation: while performing Grinding near drain at Gas processing unit, the team found that Driver fatigue screening and journey-management check were incomplete. The situation had credible potential for serious injury. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.","Near-miss observation: while performing Grinding near drain at Gas processing unit, the team found that Driver fatigue screening and journey-management check were incomplete. The situation had credible potential for serious injury. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",Gas processing unit,Grinding near drain,Driver fatigue screening and journey-management check were incomplete,Hot Work,High,1,Mechanical-lifting controls
NM_0187,Near Miss,"During routine checks at Field office area, Tool inspection missing was observed during Compressor troubleshooting. No work stoppage was required. No work stoppage was required as the risk was minimal.","During routine checks at Field office area, Tool inspection missing was observed during Compressor troubleshooting. No work stoppage was required. No work stoppage was required as the risk was minimal.",Field office area,Compressor troubleshooting,Tool inspection missing,Hot Work,Low,0,Excavation/pipeline incident
NM_0548,Near Miss,"During routine checks at Storage tank, Reversing was attempted without a banksman and pedestrian segregation was observed during Excavation work. The activity was stopped as it could have resulted in serious harm. A supervisor issued a stop-work intervention and required a formal control verification.","During routine checks at Storage tank, Reversing was attempted without a banksman and pedestrian segregation was observed during Excavation work. The activity was stopped as it could have resulted in serious harm. A supervisor issued a stop-work intervention and required a formal control verification.",Storage tank,Excavation work,Reversing was attempted without a banksman and pedestrian segregation,Driving,High,1,Emergency-access controls
NM_0619,Near Miss,"Shift crew reported that during Drilling operations in LPG bottling plant, Training inadequate. The situation had imminent potential for fatality and was escalated immediately. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","Shift crew reported that during Drilling operations in LPG bottling plant, Training inadequate. The situation had imminent potential for fatality and was escalated immediately. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",LPG bottling plant,Drilling operations,Training inadequate,Driving,Critical,1,Hot-work controls
NM_0058,Near Miss,"During Housekeeping inspection at Compressor station, Atmosphere not tested. Work was paused briefly and the issue was resolved. The issue was minor and was rectified before it affected the task.","During Housekeeping inspection at Compressor station, Atmosphere not tested. Work was paused briefly and the issue was resolved. The issue was minor and was rectified before it affected the task.",Compressor station,Housekeeping inspection,Atmosphere not tested,Confined Space,Low,0,Maintenance fabrication fire
NM_0600,Near Miss,"During Manual handling of tubulars at Offshore platform, Isolation not verified. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.","During Manual handling of tubulars at Offshore platform, Isolation not verified. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.",Offshore platform,Manual handling of tubulars,Isolation not verified,Energy Isolation,High,1,Hot work incident
NM_0322,Near Miss,"During routine checks at Process plant, PPE not used was observed during Forklift pallet handling. The job proceeded only after corrective measures. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","During routine checks at Process plant, PPE not used was observed during Forklift pallet handling. The job proceeded only after corrective measures. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Process plant,Forklift pallet handling,PPE not used,Safe Mechanical Lifting,Medium,0,Forklift handling controls
NM_0673,Near Miss,"During routine checks at Pipeline ROW, Exclusion zone missing was observed during Hot work (welding/grinding). Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","During routine checks at Pipeline ROW, Exclusion zone missing was observed during Hot work (welding/grinding). Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",Pipeline ROW,Hot work (welding/grinding),Exclusion zone missing,Hot Work,Critical,1,Journey-management controls
NM_0409,Near Miss,A Exclusion zone missing was identified during Pump maintenance at Pipeline ROW. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.,A Exclusion zone missing was identified during Pump maintenance at Pipeline ROW. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.,Pipeline ROW,Pump maintenance,Exclusion zone missing,Line of Fire,High,1,Electrical shock precursor
NM_0046,Near Miss,"Before/during Pump maintenance at Process plant, Gas test missing. The team corrected it without delay. The team recorded the observation and completed immediate housekeeping correction.","Before/during Pump maintenance at Process plant, Gas test missing. The team corrected it without delay. The team recorded the observation and completed immediate housekeeping correction.",Process plant,Pump maintenance,Gas test missing,Confined Space,Low,0,Furnace explosion precursor
NM_0080,Near Miss,"During routine checks at Field office area, Gas testing was overdue and no dedicated fire watch was assigned was observed during Manual handling of tubulars. The area was corrected immediately. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","During routine checks at Field office area, Gas testing was overdue and no dedicated fire watch was assigned was observed during Manual handling of tubulars. The area was corrected immediately. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Field office area,Manual handling of tubulars,Gas testing was overdue and no dedicated fire watch was assigned,Confined Space,Low,0,Excavation/pipeline incident
NM_0041,Near Miss,A Guard missing was identified during Chemical sampling at Maintenance yard. No work stoppage was required. The team recorded the observation and completed immediate housekeeping correction.,A Guard missing was identified during Chemical sampling at Maintenance yard. No work stoppage was required. The team recorded the observation and completed immediate housekeeping correction.,Maintenance yard,Chemical sampling,Guard missing,None/Not Applicable,Low,0,Pressure-testing controls
NM_0222,Near Miss,"Before/during Breaking a pressurised flange at Maintenance yard, Supervision absent. The job proceeded only after corrective measures. The crew escalated the issue through the shift safety meeting and closed it before continuation.","Before/during Breaking a pressurised flange at Maintenance yard, Supervision absent. The job proceeded only after corrective measures. The crew escalated the issue through the shift safety meeting and closed it before continuation.",Maintenance yard,Breaking a pressurised flange,Supervision absent,Energy Isolation,Medium,0,Journey-management controls
NM_0644,Near Miss,"During Lifting and rigging at Pipeline ROW, Electrical supply and process pressure isolation were not independently verified. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.","During Lifting and rigging at Pipeline ROW, Electrical supply and process pressure isolation were not independently verified. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.",Pipeline ROW,Lifting and rigging,Electrical supply and process pressure isolation were not independently verified,Safe Mechanical Lifting,Critical,1,Electrical shock precursor
NM_0297,Near Miss,Inspection revealed Sample bottle label was unclear and secondary containment was not positioned during LPG bottling operations at Offshore platform. The job proceeded only after corrective measures. The supervisor reviewed the situation and approved continuation after correction.,Inspection revealed Sample bottle label was unclear and secondary containment was not positioned during LPG bottling operations at Offshore platform. The job proceeded only after corrective measures. The supervisor reviewed the situation and approved continuation after correction.,Offshore platform,LPG bottling operations,Sample bottle label was unclear and secondary containment was not positioned,Safe Mechanical Lifting,Medium,0,Lifting/crane incident
NM_0661,Near Miss,"Near-miss observation: while performing Pipe spool welding at Refinery unit, the team found that Fall arrest missing. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.","Near-miss observation: while performing Pipe spool welding at Refinery unit, the team found that Fall arrest missing. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.",Refinery unit,Pipe spool welding,Fall arrest missing,Hot Work,Critical,1,Line-of-fire controls
NM_0594,Near Miss,A Emergency response delayed was identified during Pump seal replacement at Truck loading bay. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,A Emergency response delayed was identified during Pump seal replacement at Truck loading bay. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,Truck loading bay,Pump seal replacement,Emergency response delayed,Work Authorization,High,1,Forklift handling controls
NM_0753,Near Miss,"A Emergency access route was partly obstructed by temporary materials was identified during Vessel entry preparation at Field office area. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","A Emergency access route was partly obstructed by temporary materials was identified during Vessel entry preparation at Field office area. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",Field office area,Vessel entry preparation,Emergency access route was partly obstructed by temporary materials,Confined Space,Critical,1,LPG release incident
NM_0301,Near Miss,"Before/during Confined space entry at Compressor station, Scaffold was altered without inspection tag and toe boards were missing. Work was stopped temporarily and resumed after verification. No one was exposed, but the observation required a documented corrective action.","Before/during Confined space entry at Compressor station, Scaffold was altered without inspection tag and toe boards were missing. Work was stopped temporarily and resumed after verification. No one was exposed, but the observation required a documented corrective action.",Compressor station,Confined space entry,Scaffold was altered without inspection tag and toe boards were missing,Confined Space,Medium,0,Emergency-access controls
NM_0554,Near Miss,"Shift crew reported that during Chemical sampling in Gas processing unit, Lift plan missing. The job was halted due to high-risk exposure. Work was halted due to high-risk exposure and corrective measures were implemented.","Shift crew reported that during Chemical sampling in Gas processing unit, Lift plan missing. The job was halted due to high-risk exposure. Work was halted due to high-risk exposure and corrective measures were implemented.",Gas processing unit,Chemical sampling,Lift plan missing,Safe Mechanical Lifting,High,1,Energy isolation controls
NM_0020,Near Miss,"During Drilling operations at Maintenance yard, Work scope had changed but the permit and job safety analysis were not revalidated. Work was paused briefly and the issue was resolved. No work stoppage was required as the risk was minimal.","During Drilling operations at Maintenance yard, Work scope had changed but the permit and job safety analysis were not revalidated. Work was paused briefly and the issue was resolved. No work stoppage was required as the risk was minimal.",Maintenance yard,Drilling operations,Work scope had changed but the permit and job safety analysis were not revalidated,Energy Isolation,Low,0,Furnace explosion precursor
NM_0116,Near Miss,"Before/during Hot work (welding/grinding) at Refinery unit, Communication failure. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","Before/during Hot work (welding/grinding) at Refinery unit, Communication failure. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Refinery unit,Hot work (welding/grinding),Communication failure,Hot Work,Low,0,Furnace explosion precursor
NM_0052,Near Miss,"Shift crew reported that during Pump seal replacement in Gas processing unit, Guard missing. Corrective action was taken on the spot. No work stoppage was required as the risk was minimal.","Shift crew reported that during Pump seal replacement in Gas processing unit, Guard missing. Corrective action was taken on the spot. No work stoppage was required as the risk was minimal.",Gas processing unit,Pump seal replacement,Guard missing,None/Not Applicable,Low,0,Maintenance fabrication fire
NM_0528,Near Miss,"Before/during Pump seal replacement at Drilling rig, Equipment defect. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.","Before/during Pump seal replacement at Drilling rig, Equipment defect. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",Drilling rig,Pump seal replacement,Equipment defect,Working at Height,High,1,Lifting/crane incident
NM_0177,Near Miss,A Gas testing was overdue and no dedicated fire watch was assigned was identified during Pressure vessel testing at Gas processing unit. Corrective action was taken on the spot. No work stoppage was required as the risk was minimal.,A Gas testing was overdue and no dedicated fire watch was assigned was identified during Pressure vessel testing at Gas processing unit. Corrective action was taken on the spot. No work stoppage was required as the risk was minimal.,Gas processing unit,Pressure vessel testing,Gas testing was overdue and no dedicated fire watch was assigned,Confined Space,Low,0,Pressure testing incident
NM_0468,Near Miss,"During routine checks at Field office area, Training inadequate was observed during Scaffolding work. Work was stopped due to potential serious injury risk. The situation had credible potential for serious injury and was escalated immediately.","During routine checks at Field office area, Training inadequate was observed during Scaffolding work. Work was stopped due to potential serious injury risk. The situation had credible potential for serious injury and was escalated immediately.",Field office area,Scaffolding work,Training inadequate,Working at Height,High,1,Maintenance fabrication fire
NM_0175,Near Miss,"Shift crew reported that during Pressure vessel testing in Gas processing unit, Exclusion zone missing. No work stoppage was required. The observation was logged and addressed during the same shift.","Shift crew reported that during Pressure vessel testing in Gas processing unit, Exclusion zone missing. No work stoppage was required. The observation was logged and addressed during the same shift.",Gas processing unit,Pressure vessel testing,Exclusion zone missing,Confined Space,Low,0,SIMOPS controls
NM_0256,Near Miss,"During Pipeline inspection at Pump station, Trip interlock was found bypassed during a production upset. Work was paused until the issue was addressed. No one was exposed, but the observation required a documented corrective action.","During Pipeline inspection at Pump station, Trip interlock was found bypassed during a production upset. Work was paused until the issue was addressed. No one was exposed, but the observation required a documented corrective action.",Pump station,Pipeline inspection,Trip interlock was found bypassed during a production upset,Bypassing Safety Controls,Medium,0,Energy isolation incident
NM_0131,Near Miss,"Near-miss observation: while performing Manual handling of tubulars at Pipeline ROW, the team found that Pneumatic energy isolation was not locked and residual pressure remained in the line. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","Near-miss observation: while performing Manual handling of tubulars at Pipeline ROW, the team found that Pneumatic energy isolation was not locked and residual pressure remained in the line. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Pipeline ROW,Manual handling of tubulars,Pneumatic energy isolation was not locked and residual pressure remained in the line,Energy Isolation,Low,0,Confined-space entry controls
NM_0057,Near Miss,"During Sampling and testing at Refinery unit, PPE not used. Work was paused briefly and the issue was resolved. The observation was logged and addressed during the same shift.","During Sampling and testing at Refinery unit, PPE not used. Work was paused briefly and the issue was resolved. The observation was logged and addressed during the same shift.",Refinery unit,Sampling and testing,PPE not used,None/Not Applicable,Low,0,Emergency-access controls
NM_0085,Near Miss,"Shift crew reported that during Electrical maintenance in Storage depot, Lift plan missing. Corrective action was taken on the spot. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","Shift crew reported that during Electrical maintenance in Storage depot, Lift plan missing. Corrective action was taken on the spot. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Storage depot,Electrical maintenance,Lift plan missing,Energy Isolation,Low,0,Dropped object incident
NM_0557,Near Miss,A Equipment defect was identified during Pressure vessel testing at Refinery unit. Work was stopped due to potential serious injury risk. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,A Equipment defect was identified during Pressure vessel testing at Refinery unit. Work was stopped due to potential serious injury risk. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,Refinery unit,Pressure vessel testing,Equipment defect,Confined Space,High,1,Energy isolation controls
NM_0253,Near Miss,"During Vessel entry preparation at Compressor station, Exclusion zone missing. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.","During Vessel entry preparation at Compressor station, Exclusion zone missing. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.",Compressor station,Vessel entry preparation,Exclusion zone missing,Confined Space,Medium,0,Maintenance fabrication fire
NM_0184,Near Miss,"Before/during Equipment maintenance at Pipeline ROW, Fall arrest missing. Corrective action was taken on the spot. The issue was minor and was rectified before it affected the task.","Before/during Equipment maintenance at Pipeline ROW, Fall arrest missing. Corrective action was taken on the spot. The issue was minor and was rectified before it affected the task.",Pipeline ROW,Equipment maintenance,Fall arrest missing,Working at Height,Low,0,Permit-to-work controls
NM_0151,Near Miss,"Near-miss observation: while performing Sampling and testing at Truck loading bay, the team found that Open edge protection and full-body harness anchorage were unavailable. The team corrected it without delay. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","Near-miss observation: while performing Sampling and testing at Truck loading bay, the team found that Open edge protection and full-body harness anchorage were unavailable. The team corrected it without delay. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Truck loading bay,Sampling and testing,Open edge protection and full-body harness anchorage were unavailable,Working at Height,Low,0,Fall from height
NM_0075,Near Miss,"During routine checks at Wellsite, Guard missing was observed during Process unit startup/shutdown. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","During routine checks at Wellsite, Guard missing was observed during Process unit startup/shutdown. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Wellsite,Process unit startup/shutdown,Guard missing,Work Authorization,Low,0,Hydrostatic testing incident
NM_0746,Near Miss,"During Vehicle movement at Field office area, Hands were placed near pinch points and no designated signaler was present. The situation had imminent potential for fatality and was escalated immediately. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","During Vehicle movement at Field office area, Hands were placed near pinch points and no designated signaler was present. The situation had imminent potential for fatality and was escalated immediately. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",Field office area,Vehicle movement,Hands were placed near pinch points and no designated signaler was present,Driving,Critical,1,Energy isolation controls
NM_0360,Near Miss,Inspection revealed Spill containment missing during Emergency valve servicing at Field office area. The job proceeded only after corrective measures. Work was temporarily halted pending verification of the control measure.,Inspection revealed Spill containment missing during Emergency valve servicing at Field office area. The job proceeded only after corrective measures. Work was temporarily halted pending verification of the control measure.,Field office area,Emergency valve servicing,Spill containment missing,Working at Height,Medium,0,Hot-work controls
NM_0068,Near Miss,A Equipment defect was identified during Vessel entry preparation at Truck loading bay. No work stoppage was required. The team recorded the observation and completed immediate housekeeping correction.,A Equipment defect was identified during Vessel entry preparation at Truck loading bay. No work stoppage was required. The team recorded the observation and completed immediate housekeeping correction.,Truck loading bay,Vessel entry preparation,Equipment defect,Confined Space,Low,0,Fall from height
NM_0524,Near Miss,"Near-miss observation: while performing Wellhead valve maintenance at Storage depot, the team found that Lockout-tagout missing. Critical control failure was corrected before resuming work. A supervisor issued a stop-work intervention and required a formal control verification.","Near-miss observation: while performing Wellhead valve maintenance at Storage depot, the team found that Lockout-tagout missing. Critical control failure was corrected before resuming work. A supervisor issued a stop-work intervention and required a formal control verification.",Storage depot,Wellhead valve maintenance,Lockout-tagout missing,Energy Isolation,High,1,Pressure-testing controls
NM_0634,Near Miss,"During Internal tank inspection at Wellsite, Lift plan missing. All personnel were evacuated. All personnel were evacuated and the area was secured pending full investigation.","During Internal tank inspection at Wellsite, Lift plan missing. All personnel were evacuated. All personnel were evacuated and the area was secured pending full investigation.",Wellsite,Internal tank inspection,Lift plan missing,Confined Space,Critical,1,Emergency-access controls
NM_0497,Near Miss,"Shift crew reported that during Lifting and rigging in Offshore platform, Isolation not verified. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.","Shift crew reported that during Lifting and rigging in Offshore platform, Isolation not verified. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",Offshore platform,Lifting and rigging,Isolation not verified,Energy Isolation,High,1,Stored-energy controls
NM_0410,Near Miss,"During Sampling and testing at Truck loading bay, Damaged pallet and unstable load were being raised without a spotter. Critical control failure was corrected before resuming work. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.","During Sampling and testing at Truck loading bay, Damaged pallet and unstable load were being raised without a spotter. Critical control failure was corrected before resuming work. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",Truck loading bay,Sampling and testing,Damaged pallet and unstable load were being raised without a spotter,None/Not Applicable,High,1,Energy isolation controls
NM_0143,Near Miss,"Shift crew reported that during Pipe-rack inspection in Wellsite, Isolation not verified. Work was paused briefly and the issue was resolved. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","Shift crew reported that during Pipe-rack inspection in Wellsite, Isolation not verified. Work was paused briefly and the issue was resolved. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Wellsite,Pipe-rack inspection,Isolation not verified,Energy Isolation,Low,0,Electrical shock precursor
NM_0543,Near Miss,"During Emergency valve servicing at Gas processing unit, Electrical supply and process pressure isolation were not independently verified. The job was halted due to high-risk exposure. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.","During Emergency valve servicing at Gas processing unit, Electrical supply and process pressure isolation were not independently verified. The job was halted due to high-risk exposure. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",Gas processing unit,Emergency valve servicing,Electrical supply and process pressure isolation were not independently verified,Line of Fire,High,1,Finger injury during handling
NM_0169,Near Miss,"Near-miss observation: while performing Pipe-rack inspection at Truck loading bay, the team found that No pre-entry gas test, attendant, rescue arrangement, or signed entry permit. Work was paused briefly and the issue was resolved. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","Near-miss observation: while performing Pipe-rack inspection at Truck loading bay, the team found that No pre-entry gas test, attendant, rescue arrangement, or signed entry permit. Work was paused briefly and the issue was resolved. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Truck loading bay,Pipe-rack inspection,"No pre-entry gas test, attendant, rescue arrangement, or signed entry permit",Confined Space,Low,0,Mechanical-lifting controls
NM_0697,Near Miss,"During routine checks at Field office area, Damaged pallet and unstable load were being raised without a spotter was observed during Manual handling of tubulars. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.","During routine checks at Field office area, Damaged pallet and unstable load were being raised without a spotter was observed during Manual handling of tubulars. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.",Field office area,Manual handling of tubulars,Damaged pallet and unstable load were being raised without a spotter,Driving,Critical,1,Equipment failure incident
NM_0790,Near Miss,"Inspection revealed Lift plan missing during Pump maintenance at Refinery unit. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","Inspection revealed Lift plan missing during Pump maintenance at Refinery unit. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",Refinery unit,Pump maintenance,Lift plan missing,Safe Mechanical Lifting,Critical,1,Hydrostatic testing incident
NM_0682,Near Miss,"During LPG bottling operations at LPG bottling plant, Emergency access route was partly obstructed by temporary materials. Work was stopped urgently and emergency response was initiated. All personnel were evacuated and the area was secured pending full investigation.","During LPG bottling operations at LPG bottling plant, Emergency access route was partly obstructed by temporary materials. Work was stopped urgently and emergency response was initiated. All personnel were evacuated and the area was secured pending full investigation.",LPG bottling plant,LPG bottling operations,Emergency access route was partly obstructed by temporary materials,None/Not Applicable,Critical,1,Work-at-height controls
NM_0335,Near Miss,"Before/during Breaking a pressurised flange at Tank farm, Driver fatigue screening and journey-management check were incomplete. The job proceeded only after corrective measures. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","Before/during Breaking a pressurised flange at Tank farm, Driver fatigue screening and journey-management check were incomplete. The job proceeded only after corrective measures. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Tank farm,Breaking a pressurised flange,Driver fatigue screening and journey-management check were incomplete,Driving,Medium,0,Slip/trip/fall incident
NM_0617,Near Miss,"During Crude transfer vehicle movement at LPG bottling plant, Pneumatic energy isolation was not locked and residual pressure remained in the line. Work was stopped urgently and emergency response was initiated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","During Crude transfer vehicle movement at LPG bottling plant, Pneumatic energy isolation was not locked and residual pressure remained in the line. Work was stopped urgently and emergency response was initiated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",LPG bottling plant,Crude transfer vehicle movement,Pneumatic energy isolation was not locked and residual pressure remained in the line,Energy Isolation,Critical,1,Forklift handling controls
NM_0454,Near Miss,"During routine checks at Storage depot, Lift plan missing was observed during Tank farm operations. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.","During routine checks at Storage depot, Lift plan missing was observed during Tank farm operations. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.",Storage depot,Tank farm operations,Lift plan missing,Confined Space,High,1,Wellsite fatality precursor
NM_0416,Near Miss,Inspection revealed Supervision absent during Manual handling of tubulars at Drilling rig. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,Inspection revealed Supervision absent during Manual handling of tubulars at Drilling rig. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,Drilling rig,Manual handling of tubulars,Supervision absent,Line of Fire,High,1,SIMOPS controls
NM_0779,Near Miss,A Emergency access route was partly obstructed by temporary materials was identified during Instrument calibration at Pipeline ROW. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.,A Emergency access route was partly obstructed by temporary materials was identified during Instrument calibration at Pipeline ROW. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.,Pipeline ROW,Instrument calibration,Emergency access route was partly obstructed by temporary materials,None/Not Applicable,Critical,1,Emergency-access controls
NM_0695,Near Miss,"Before/during Night driving to remote site at Truck loading bay, Fire watch missing. Multiple workers were at risk of serious injury or fatality. Personnel were moved to a safe location and the event was treated as a high-potential near miss.","Before/during Night driving to remote site at Truck loading bay, Fire watch missing. Multiple workers were at risk of serious injury or fatality. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",Truck loading bay,Night driving to remote site,Fire watch missing,Hot Work,Critical,1,Chemical-handling controls
NM_0495,Near Miss,"During Grinding near drain at Tank farm, Sample bottle label was unclear and secondary containment was not positioned. Critical control failure was corrected before resuming work. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.","During Grinding near drain at Tank farm, Sample bottle label was unclear and secondary containment was not positioned. Critical control failure was corrected before resuming work. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",Tank farm,Grinding near drain,Sample bottle label was unclear and secondary containment was not positioned,Hot Work,High,1,Finger injury during handling
