python predict_v3.py
report_text,category,risk_level,sif_label,sif_binary,facility,department
"During a scheduled inspection, a worker entered a confined space with a valid confined-space permit and continuous monitoring and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During planned shutdown work, a worker opened an electrical panel after confirming the panel was dead and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"While completing an urgent task, a worker reached into a moving machine without applying lockout-tagout and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During a scheduled inspection, a worker performed welding bypassing the hot-work permit and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During a night shift, a worker opened an electrical panel without de-energizing resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker reached into a moving machine without energy isolation and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During a scheduled inspection, a worker inspected rotating equipment with all guards in place and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During normal production, a worker opened an electrical panel after isolation and voltage verification and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a scheduled inspection, a worker remained outside the exclusion zone while a load was suspended overhead at a safe distance from the load. and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During planned shutdown work, a worker inspected rotating equipment with machine guard bypassed causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During normal production, a worker worked at height on an elevated platform and no fall arrest was used resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During planned shutdown work, a worker stopped the machine, energy sources were isolated and locked out, and verified zero energy before work. and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During a night shift, a worker performed welding without clearing combustibles resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During routine maintenance, a worker remained outside the exclusion zone while a load was suspended overhead in a designated safe area. and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During routine maintenance, a worker opened an electrical panel without de-energizing and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During planned shutdown work, a worker reached into a moving machine with LOTO not applied and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During planned shutdown work, a worker operated a forklift wearing the seatbelt and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"While completing an urgent task, a worker operated a forklift while not using the seatbelt and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During planned shutdown work, a worker inspected rotating equipment with the guard removed and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During a night shift, a worker stood directly below a suspended load ignoring the exclusion zone and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During a night shift, a worker performed welding with valid permit and combustibles cleared and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During a scheduled inspection, a worker operated a forklift with no seatbelt and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During normal production, a worker remained outside the exclusion zone while a load was suspended overhead clear of the restricted area. and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During normal production, a worker opened an electrical panel without de-energizing and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During routine maintenance, a worker operated a forklift using the seatbelt as required and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During a night shift, a worker entered a confined space with a valid confined-space permit and continuous monitoring and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During planned shutdown work, a worker worked at height on an elevated platform with an unconnected lanyard and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
Worker entering high-temperature area without protective suit. Burn exposure. Third-degree burns to arms. Suit available but worker didn't wear. Timed pressure - rushed job. Supervisor not verifying PPE. Extended hospitalization.,Unsafe Act,High,SIF,1,Hydrocracker Unit,Operations Process
"During normal production, a worker reached into a moving machine without energy isolation and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During a scheduled inspection, a worker entered a confined space after testing the atmosphere and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During a scheduled inspection, a worker worked at height on an elevated platform wearing proper fall arrest equipment and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During planned shutdown work, a worker stopped the machine, zero energy was verified, and verified zero energy before work. and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a scheduled inspection, a worker opened an electrical panel without de-energizing resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"While completing an urgent task, a worker inspected rotating equipment after ensuring guards were installed and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a night shift, a worker performed welding after clearing combustibles and posting a fire watch and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During normal production, a worker worked at height on an elevated platform with an unconnected lanyard and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During a night shift, a worker inspected rotating equipment with all guards in place and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During a night shift, a worker operated a forklift with no seatbelt and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"While completing an urgent task, a worker operated a forklift without seatbelt fastened resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During routine maintenance, a worker operated a forklift using the seatbelt as required and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During planned shutdown work, a worker inspected rotating equipment with guards removed and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During routine maintenance, a worker opened an electrical panel after confirming the panel was dead and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During a night shift, a worker entered a confined space after confirming safe oxygen levels and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During a night shift, a worker opened an electrical panel with proper electrical isolation and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During planned shutdown work, a worker opened an electrical panel with proper electrical isolation and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a night shift, a worker worked at height on an elevated platform without fall protection and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During normal production, a worker stopped the machine, after isolating and locking out energy, and verified zero energy before work. and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During planned shutdown work, a worker performed welding without a hot-work permit and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During planned shutdown work, a worker reached into a moving machine bypassing lockout-tagout and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During normal production, a worker performed welding with valid permit and combustibles cleared and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker opened an electrical panel while energized and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During planned shutdown work, a worker stopped the machine, after isolating and locking out energy, and verified zero energy before work. and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"While completing an urgent task, a worker worked at height on an elevated platform with a full-body harness and anchored lanyard and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During normal production, a worker remained outside the exclusion zone while a load was suspended overhead in a designated safe area. and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During routine maintenance, a worker opened an electrical panel after confirming the panel was dead and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"While completing an urgent task, a worker operated a forklift using the seatbelt as required and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"While completing an urgent task, a worker opened an electrical panel after de-energizing and verifying zero voltage and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During a scheduled inspection, a worker worked at height on an elevated platform without wearing a harness and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During a night shift, a worker worked at height on an elevated platform with a harness and connected lanyard and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"While completing an urgent task, a worker operated a forklift using the seatbelt as required and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"While completing an urgent task, a worker stood directly below a suspended load beneath the load in the restricted area and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"While completing an urgent task, a worker entered a confined space with a valid confined-space permit and continuous monitoring and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a night shift, a worker stopped the machine, after isolating and locking out energy, and verified zero energy before work. and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker worked at height on an elevated platform without fall protection and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During routine maintenance, a worker inspected rotating equipment with machine guards properly installed and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During normal production, a worker stood directly below a suspended load without respecting the barricade and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During normal production, a worker performed welding with permit and fire prevention measures and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During a scheduled inspection, a worker inspected rotating equipment after ensuring guards were installed and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During planned shutdown work, a worker worked at height on an elevated platform without wearing a harness resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During planned shutdown work, a worker entered a confined space without a confined-space permit and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During a scheduled inspection, a worker opened an electrical panel after confirming the panel was dead and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During planned shutdown work, a worker stood directly below a suspended load entering the restricted area and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During normal production, a worker worked at height on an elevated platform with a full-body harness and anchored lanyard and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During planned shutdown work, a worker worked at height on an elevated platform with an unconnected lanyard and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"While completing an urgent task, a worker performed welding without clearing combustibles and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"While completing an urgent task, a worker inspected rotating equipment with the protective guard installed and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a night shift, a worker operated a forklift with seatbelt not worn and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During routine maintenance, a worker stopped the machine, after isolating and locking out energy, and verified zero energy before work. and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During a scheduled inspection, a worker performed welding after clearing combustibles and posting a fire watch and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During a scheduled inspection, a worker entered a confined space with no gas monitoring and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During normal production, a worker entered a confined space without a confined-space permit resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During normal production, a worker remained outside the exclusion zone while a load was suspended overhead outside the exclusion zone. and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During planned shutdown work, a worker performed welding with permit and fire prevention measures and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During a scheduled inspection, a worker inspected rotating equipment bypassing the machine guard and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During a night shift, a worker inspected rotating equipment with guards installed and secured and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During normal production, a worker stood directly below a suspended load beneath the load in the restricted area and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During planned shutdown work, a worker stood directly below a suspended load without respecting the barricade and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker remained outside the exclusion zone while a load was suspended overhead in a designated safe area. and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During normal production, a worker performed welding without permit or fire precautions resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
Welding gas hose leak - welding area flooded with gas. Worker felt dizzy - escaped. Gas hose had leak - not detected. Worker using gas without checking. Another worker affected but recovered. Near-miss for explosion.,Unsafe Act,High,SIF,1,Welding Area,Maintenance Mechanical
"While completing an urgent task, a worker performed welding after clearing combustibles and posting a fire watch and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker inspected rotating equipment without the protective guard and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
Overhead power line struck by crane boom. Worker died instantly. Crane operator not spotter. No tagline used. Boom passed within 5 feet of line. Minimum safe distance was 20 feet. Violation of utility safety protocol.,Unsafe Act,High,SIF,1,Construction Site,Projects Electrical
"While completing an urgent task, a worker opened an electrical panel after confirming the panel was dead and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During planned shutdown work, a worker stood directly below a suspended load inside the exclusion zone and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During planned shutdown work, a worker opened an electrical panel with verified zero energy state and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During routine maintenance, a worker inspected rotating equipment with guards removed and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During a scheduled inspection, a worker remained outside the exclusion zone while a load was suspended overhead clear of the restricted area. and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"While completing an urgent task, a worker inspected rotating equipment without the protective guard resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker stood directly below a suspended load beneath the load in the restricted area and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During planned shutdown work, a worker remained outside the exclusion zone while a load was suspended overhead outside the exclusion zone. and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During planned shutdown work, a worker operated a forklift using the seatbelt as required and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"While completing an urgent task, a worker operated a forklift with seatbelt not worn and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During a night shift, a worker operated a forklift without wearing the seatbelt resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During normal production, a worker entered a confined space after confirming safe oxygen levels and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During planned shutdown work, a worker remained outside the exclusion zone while a load was suspended overhead behind the barricade. and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During planned shutdown work, a worker operated a forklift with seatbelt in use and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During a scheduled inspection, a worker reached into a moving machine without applying lockout-tagout and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During normal production, a worker entered a confined space after gas testing confirmed safe conditions and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During planned shutdown work, a worker worked at height on an elevated platform wearing proper fall arrest equipment and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During a night shift, a worker performed welding bypassing the hot-work permit and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During routine maintenance, a worker reached into a moving machine with LOTO not applied and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During a night shift, a worker operated a forklift wearing the seatbelt and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During planned shutdown work, a worker operated a forklift with no seatbelt and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During normal production, a worker remained outside the exclusion zone while a load was suspended overhead clear of the restricted area. and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During normal production, a worker performed welding with no hot-work controls and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During a night shift, a worker opened an electrical panel without isolation and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During normal production, a worker performed welding with permit and fire prevention measures and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During normal production, a worker inspected rotating equipment with the guard removed and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During planned shutdown work, a worker opened an electrical panel without isolation and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During a scheduled inspection, a worker remained outside the exclusion zone while a load was suspended overhead at a safe distance from the load. and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During planned shutdown work, a worker stood directly below a suspended load without respecting the barricade and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker opened an electrical panel after confirming the panel was dead and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During routine maintenance, a worker operated a forklift with seatbelt properly worn and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During routine maintenance, a worker worked at height on an elevated platform with an unconnected lanyard and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker inspected rotating equipment with machine guard bypassed and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
Forklift driver carrying loose load - load shifted. Worker hit by falling object. Broken leg and foot. Load not stable. No straps used. Forklift tilting forward. Load center exceeded. Operator rushing.,Unsafe Act,High,SIF,1,Loading Area,Logistics
"During normal production, a worker operated a forklift with no seatbelt and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During a scheduled inspection, a worker inspected rotating equipment with guards installed and secured and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During a scheduled inspection, a worker entered a confined space after gas testing confirmed safe conditions and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During routine maintenance, a worker reached into a moving machine with LOTO not applied and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker operated a forklift without seatbelt fastened resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During normal production, a worker performed welding with permit and fire prevention measures and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"While completing an urgent task, a worker operated a forklift while not using the seatbelt causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker worked at height on an elevated platform with a harness and connected lanyard and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"While completing an urgent task, a worker entered a confined space after gas testing confirmed safe conditions and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During planned shutdown work, a worker inspected rotating equipment with all guards in place and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During normal production, a worker inspected rotating equipment with guards installed and secured and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During planned shutdown work, a worker performed welding with proper hot-work controls and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During planned shutdown work, a worker stopped the machine, with proper LOTO and verified zero energy, and verified zero energy before work. and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During a night shift, a worker inspected rotating equipment with guards installed and secured and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During planned shutdown work, a worker stopped the machine, lockout-tagout was applied, and verified zero energy before work. and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During a night shift, a worker operated a forklift with no seatbelt resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During planned shutdown work, a worker entered a confined space after confirming safe oxygen levels and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker worked at height on an elevated platform and no fall arrest was used and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During normal production, a worker worked at height on an elevated platform without wearing a harness causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During normal production, a worker inspected rotating equipment with machine guards properly installed and the lift was completed safely. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During normal production, a worker operated a forklift using the seatbelt as required and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During routine maintenance, a worker operated a forklift with no seatbelt resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During a scheduled inspection, a worker opened an electrical panel with verified zero energy state and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During routine maintenance, a worker reached into a moving machine without applying lockout-tagout resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During a scheduled inspection, a worker opened an electrical panel after isolation and voltage verification and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During a night shift, a worker reached into a moving machine without energy isolation and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During a scheduled inspection, a worker inspected rotating equipment with the guard removed resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During normal production, a worker performed welding with no hot-work controls causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker worked at height on an elevated platform with a full-body harness and anchored lanyard and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During routine maintenance, a worker operated a forklift without wearing the seatbelt and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"While completing an urgent task, a worker inspected rotating equipment with guards installed and secured and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During normal production, a worker entered a confined space with a valid confined-space permit and continuous monitoring and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During planned shutdown work, a worker worked at height on an elevated platform without wearing a harness and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During a scheduled inspection, a worker reached into a moving machine while the machine remained energized and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During a night shift, a worker performed welding after clearing combustibles and posting a fire watch and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During normal production, a worker worked at height on an elevated platform wearing proper fall arrest equipment and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During planned shutdown work, a worker entered a confined space after testing the atmosphere and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During planned shutdown work, a worker inspected rotating equipment with guards removed and the forklift overturned with crush injuries. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During routine maintenance, a worker entered a confined space without atmosphere verification and the machine started unexpectedly, crushing the hand. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
