report_id,site,activity,description_raw,sif_probability,binary_sif,priority
NM_0101,Wellsite,Electrical maintenance,"During routine checks at Wellsite, Pneumatic energy isolation was not locked and residual pressure remained in the line was observed during Electrical maintenance. Corrective action was taken on the spot. The team recorded the observation and completed immediate housekeeping correction.",0.015012929,0,Low
NM_0773,Gas processing unit,Well intervention,"Before/during Well intervention at Gas processing unit, Supervision absent. Multiple workers were at risk of serious injury or fatality. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.03540169,0,Low
NM_0377,Wellsite,Crude transfer vehicle movement,Inspection revealed Line was not depressurised and workers were positioned in the potential release path during Crude transfer vehicle movement at Wellsite. The activity was delayed pending correction. The crew escalated the issue through the shift safety meeting and closed it before continuation.,0.001956112,0,Low
NM_0371,Wellsite,Hot work (welding/grinding),A Training inadequate was identified during Hot work (welding/grinding) at Wellsite. The supervisor reviewed and approved continuation after correction. The crew escalated the issue through the shift safety meeting and closed it before continuation.,0.009218477,0,Low
NM_0686,LPG bottling plant,Emergency valve servicing,"During routine checks at LPG bottling plant, Gas test missing was observed during Emergency valve servicing. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9794636,1,Critical
NM_0758,Offshore platform,Breaking a pressurised flange,"Before/during Breaking a pressurised flange at Offshore platform, Drain cover was open and combustible vapour testing was not documented. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.",0.96112484,1,Critical
NM_0680,Refinery unit,Loading/unloading operations,"Shift crew reported that during Loading/unloading operations in Refinery unit, Pneumatic energy isolation was not locked and residual pressure remained in the line. All personnel were evacuated. All personnel were evacuated and the area was secured pending full investigation.",0.043305475,0,Low
NM_0398,Process plant,Pump seal replacement,"During Pump seal replacement at Process plant, Pneumatic energy isolation was not locked and residual pressure remained in the line. The activity was delayed pending correction. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.011289021,0,Low
NM_0461,Pipeline ROW,Confined space entry,"During Confined space entry at Pipeline ROW, Drain cover was open and combustible vapour testing was not documented. Critical control failure was corrected before resuming work. A supervisor issued a stop-work intervention and required a formal control verification.",0.13113447,0,Low
NM_0761,Field office area,Wellhead valve maintenance,"Before/during Wellhead valve maintenance at Field office area, Reversing was attempted without a banksman and pedestrian segregation. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.58633006,1,Medium
NM_0556,Gas processing unit,Grinding near drain,"Near-miss observation: while performing Grinding near drain at Gas processing unit, the team found that Driver fatigue screening and journey-management check were incomplete. The situation had credible potential for serious injury. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.9404365,1,Critical
NM_0187,Field office area,Compressor troubleshooting,"During routine checks at Field office area, Tool inspection missing was observed during Compressor troubleshooting. No work stoppage was required. No work stoppage was required as the risk was minimal.",0.011990589,0,Low
NM_0548,Storage tank,Excavation work,"During routine checks at Storage tank, Reversing was attempted without a banksman and pedestrian segregation was observed during Excavation work. The activity was stopped as it could have resulted in serious harm. A supervisor issued a stop-work intervention and required a formal control verification.",0.9548625,1,Critical
NM_0619,LPG bottling plant,Drilling operations,"Shift crew reported that during Drilling operations in LPG bottling plant, Training inadequate. The situation had imminent potential for fatality and was escalated immediately. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9825832,1,Critical
NM_0058,Compressor station,Housekeeping inspection,"During Housekeeping inspection at Compressor station, Atmosphere not tested. Work was paused briefly and the issue was resolved. The issue was minor and was rectified before it affected the task.",0.0073559345,0,Low
NM_0600,Offshore platform,Manual handling of tubulars,"During Manual handling of tubulars at Offshore platform, Isolation not verified. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.",0.94881904,1,Critical
NM_0322,Process plant,Forklift pallet handling,"During routine checks at Process plant, PPE not used was observed during Forklift pallet handling. The job proceeded only after corrective measures. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.016370345,0,Low
NM_0673,Pipeline ROW,Hot work (welding/grinding),"During routine checks at Pipeline ROW, Exclusion zone missing was observed during Hot work (welding/grinding). Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.8403557,1,Critical
NM_0409,Pipeline ROW,Pump maintenance,A Exclusion zone missing was identified during Pump maintenance at Pipeline ROW. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.,0.047439218,0,Low
NM_0046,Process plant,Pump maintenance,"Before/during Pump maintenance at Process plant, Gas test missing. The team corrected it without delay. The team recorded the observation and completed immediate housekeeping correction.",0.0024472182,0,Low
NM_0080,Field office area,Manual handling of tubulars,"During routine checks at Field office area, Gas testing was overdue and no dedicated fire watch was assigned was observed during Manual handling of tubulars. The area was corrected immediately. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.009316854,0,Low
NM_0041,Maintenance yard,Chemical sampling,A Guard missing was identified during Chemical sampling at Maintenance yard. No work stoppage was required. The team recorded the observation and completed immediate housekeeping correction.,0.0028092512,0,Low
NM_0222,Maintenance yard,Breaking a pressurised flange,"Before/during Breaking a pressurised flange at Maintenance yard, Supervision absent. The job proceeded only after corrective measures. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.03546557,0,Low
NM_0644,Pipeline ROW,Lifting and rigging,"During Lifting and rigging at Pipeline ROW, Electrical supply and process pressure isolation were not independently verified. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.",0.9730023,1,Critical
NM_0297,Offshore platform,LPG bottling operations,Inspection revealed Sample bottle label was unclear and secondary containment was not positioned during LPG bottling operations at Offshore platform. The job proceeded only after corrective measures. The supervisor reviewed the situation and approved continuation after correction.,0.0023846624,0,Low
NM_0661,Refinery unit,Pipe spool welding,"Near-miss observation: while performing Pipe spool welding at Refinery unit, the team found that Fall arrest missing. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.",0.94125485,1,Critical
NM_0594,Truck loading bay,Pump seal replacement,A Emergency response delayed was identified during Pump seal replacement at Truck loading bay. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,0.9846489,1,Critical
NM_0753,Field office area,Vessel entry preparation,"A Emergency access route was partly obstructed by temporary materials was identified during Vessel entry preparation at Field office area. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.98610884,1,Critical
NM_0301,Compressor station,Confined space entry,"Before/during Confined space entry at Compressor station, Scaffold was altered without inspection tag and toe boards were missing. Work was stopped temporarily and resumed after verification. No one was exposed, but the observation required a documented corrective action.",0.02415864,0,Low
NM_0554,Gas processing unit,Chemical sampling,"Shift crew reported that during Chemical sampling in Gas processing unit, Lift plan missing. The job was halted due to high-risk exposure. Work was halted due to high-risk exposure and corrective measures were implemented.",0.9433361,1,Critical
NM_0020,Maintenance yard,Drilling operations,"During Drilling operations at Maintenance yard, Work scope had changed but the permit and job safety analysis were not revalidated. Work was paused briefly and the issue was resolved. No work stoppage was required as the risk was minimal.",0.006262509,0,Low
NM_0116,Refinery unit,Hot work (welding/grinding),"Before/during Hot work (welding/grinding) at Refinery unit, Communication failure. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.022010894,0,Low
NM_0052,Gas processing unit,Pump seal replacement,"Shift crew reported that during Pump seal replacement in Gas processing unit, Guard missing. Corrective action was taken on the spot. No work stoppage was required as the risk was minimal.",0.010257036,0,Low
NM_0528,Drilling rig,Pump seal replacement,"Before/during Pump seal replacement at Drilling rig, Equipment defect. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.98706377,1,Critical
NM_0177,Gas processing unit,Pressure vessel testing,A Gas testing was overdue and no dedicated fire watch was assigned was identified during Pressure vessel testing at Gas processing unit. Corrective action was taken on the spot. No work stoppage was required as the risk was minimal.,0.0376273,0,Low
NM_0468,Field office area,Scaffolding work,"During routine checks at Field office area, Training inadequate was observed during Scaffolding work. Work was stopped due to potential serious injury risk. The situation had credible potential for serious injury and was escalated immediately.",0.023197081,0,Low
NM_0175,Gas processing unit,Pressure vessel testing,"Shift crew reported that during Pressure vessel testing in Gas processing unit, Exclusion zone missing. No work stoppage was required. The observation was logged and addressed during the same shift.",0.0060202256,0,Low
NM_0256,Pump station,Pipeline inspection,"During Pipeline inspection at Pump station, Trip interlock was found bypassed during a production upset. Work was paused until the issue was addressed. No one was exposed, but the observation required a documented corrective action.",0.05429045,0,Low
NM_0131,Pipeline ROW,Manual handling of tubulars,"Near-miss observation: while performing Manual handling of tubulars at Pipeline ROW, the team found that Pneumatic energy isolation was not locked and residual pressure remained in the line. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.06669145,0,Low
NM_0057,Refinery unit,Sampling and testing,"During Sampling and testing at Refinery unit, PPE not used. Work was paused briefly and the issue was resolved. The observation was logged and addressed during the same shift.",0.0366758,0,Low
NM_0085,Storage depot,Electrical maintenance,"Shift crew reported that during Electrical maintenance in Storage depot, Lift plan missing. Corrective action was taken on the spot. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.0054971725,0,Low
NM_0557,Refinery unit,Pressure vessel testing,A Equipment defect was identified during Pressure vessel testing at Refinery unit. Work was stopped due to potential serious injury risk. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,0.9645671,1,Critical
NM_0253,Compressor station,Vessel entry preparation,"During Vessel entry preparation at Compressor station, Exclusion zone missing. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.",0.011805102,0,Low
NM_0184,Pipeline ROW,Equipment maintenance,"Before/during Equipment maintenance at Pipeline ROW, Fall arrest missing. Corrective action was taken on the spot. The issue was minor and was rectified before it affected the task.",0.032553677,0,Low
NM_0151,Truck loading bay,Sampling and testing,"Near-miss observation: while performing Sampling and testing at Truck loading bay, the team found that Open edge protection and full-body harness anchorage were unavailable. The team corrected it without delay. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.03967714,0,Low
NM_0075,Wellsite,Process unit startup/shutdown,"During routine checks at Wellsite, Guard missing was observed during Process unit startup/shutdown. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.015477492,0,Low
NM_0746,Field office area,Vehicle movement,"During Vehicle movement at Field office area, Hands were placed near pinch points and no designated signaler was present. The situation had imminent potential for fatality and was escalated immediately. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.031862304,0,Low
NM_0360,Field office area,Emergency valve servicing,Inspection revealed Spill containment missing during Emergency valve servicing at Field office area. The job proceeded only after corrective measures. Work was temporarily halted pending verification of the control measure.,0.019248413,0,Low
NM_0068,Truck loading bay,Vessel entry preparation,A Equipment defect was identified during Vessel entry preparation at Truck loading bay. No work stoppage was required. The team recorded the observation and completed immediate housekeeping correction.,0.011115449,0,Low
NM_0524,Storage depot,Wellhead valve maintenance,"Near-miss observation: while performing Wellhead valve maintenance at Storage depot, the team found that Lockout-tagout missing. Critical control failure was corrected before resuming work. A supervisor issued a stop-work intervention and required a formal control verification.",0.035819054,0,Low
NM_0634,Wellsite,Internal tank inspection,"During Internal tank inspection at Wellsite, Lift plan missing. All personnel were evacuated. All personnel were evacuated and the area was secured pending full investigation.",0.91882706,1,Critical
NM_0497,Offshore platform,Lifting and rigging,"Shift crew reported that during Lifting and rigging in Offshore platform, Isolation not verified. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.95347303,1,Critical
NM_0410,Truck loading bay,Sampling and testing,"During Sampling and testing at Truck loading bay, Damaged pallet and unstable load were being raised without a spotter. Critical control failure was corrected before resuming work. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.51750296,1,Medium
NM_0143,Wellsite,Pipe-rack inspection,"Shift crew reported that during Pipe-rack inspection in Wellsite, Isolation not verified. Work was paused briefly and the issue was resolved. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.018768178,0,Low
NM_0543,Gas processing unit,Emergency valve servicing,"During Emergency valve servicing at Gas processing unit, Electrical supply and process pressure isolation were not independently verified. The job was halted due to high-risk exposure. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.94978076,1,Critical
NM_0169,Truck loading bay,Pipe-rack inspection,"Near-miss observation: while performing Pipe-rack inspection at Truck loading bay, the team found that No pre-entry gas test, attendant, rescue arrangement, or signed entry permit. Work was paused briefly and the issue was resolved. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.057464477,0,Low
NM_0697,Field office area,Manual handling of tubulars,"During routine checks at Field office area, Damaged pallet and unstable load were being raised without a spotter was observed during Manual handling of tubulars. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.",0.041681882,0,Low
NM_0790,Refinery unit,Pump maintenance,"Inspection revealed Lift plan missing during Pump maintenance at Refinery unit. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.056142047,0,Low
NM_0682,LPG bottling plant,LPG bottling operations,"During LPG bottling operations at LPG bottling plant, Emergency access route was partly obstructed by temporary materials. Work was stopped urgently and emergency response was initiated. All personnel were evacuated and the area was secured pending full investigation.",0.94097406,1,Critical
NM_0335,Tank farm,Breaking a pressurised flange,"Before/during Breaking a pressurised flange at Tank farm, Driver fatigue screening and journey-management check were incomplete. The job proceeded only after corrective measures. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.022600358,0,Low
NM_0617,LPG bottling plant,Crude transfer vehicle movement,"During Crude transfer vehicle movement at LPG bottling plant, Pneumatic energy isolation was not locked and residual pressure remained in the line. Work was stopped urgently and emergency response was initiated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.047052257,0,Low
NM_0454,Storage depot,Tank farm operations,"During routine checks at Storage depot, Lift plan missing was observed during Tank farm operations. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.",0.15800592,0,Low
NM_0416,Drilling rig,Manual handling of tubulars,Inspection revealed Supervision absent during Manual handling of tubulars at Drilling rig. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,0.98499596,1,Critical
NM_0779,Pipeline ROW,Instrument calibration,A Emergency access route was partly obstructed by temporary materials was identified during Instrument calibration at Pipeline ROW. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.,0.058091246,0,Low
NM_0695,Truck loading bay,Night driving to remote site,"Before/during Night driving to remote site at Truck loading bay, Fire watch missing. Multiple workers were at risk of serious injury or fatality. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.966989,1,Critical
NM_0495,Tank farm,Grinding near drain,"During Grinding near drain at Tank farm, Sample bottle label was unclear and secondary containment was not positioned. Critical control failure was corrected before resuming work. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.9640158,1,Critical
NM_0639,Gas processing unit,Scaffolding work,"During routine checks at Gas processing unit, Scaffold was altered without inspection tag and toe boards were missing was observed during Scaffolding work. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.",0.7202722,1,High
NM_0190,Storage depot,Vehicle movement,A Fall arrest missing was identified during Vehicle movement at Storage depot. Corrective action was taken on the spot. The observation was logged and addressed during the same shift.,0.0076936046,0,Low
NM_0182,Maintenance yard,Lifting and rigging,A Open edge protection and full-body harness anchorage were unavailable was identified during Lifting and rigging at Maintenance yard. The area was corrected immediately. No work stoppage was required as the risk was minimal.,0.020725371,0,Low
NM_0163,Gas processing unit,Pressure vessel testing,"Shift crew reported that during Pressure vessel testing in Gas processing unit, Emergency response delayed. Work was paused briefly and the issue was resolved. No work stoppage was required as the risk was minimal.",0.015056702,0,Low
NM_0494,Drilling rig,Instrument calibration,"Before/during Instrument calibration at Drilling rig, PPE not used. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.98542213,1,Critical
NM_0370,Compressor station,Valve maintenance,"During Valve maintenance at Compressor station, Lift plan, tag lines, and barricaded drop zone were not available. Work was stopped temporarily and resumed after verification. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.024374193,0,Low
NM_0755,Maintenance yard,Hydrostatic pressure test,"During Hydrostatic pressure test at Maintenance yard, Isolation not verified. Work was stopped urgently and emergency response was initiated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.96529925,1,Critical
NM_0329,Field office area,Loading/unloading operations,"Near-miss observation: while performing Loading/unloading operations at Field office area, the team found that Hands were placed near pinch points and no designated signaler was present. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.",0.0057760933,0,Low
NM_0449,LPG bottling plant,Internal tank inspection,"Before/during Internal tank inspection at LPG bottling plant, Reversing was attempted without a banksman and pedestrian segregation. Critical control failure was corrected before resuming work. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.98652875,1,Critical
NM_0445,Pipeline ROW,Wellhead valve maintenance,"During Wellhead valve maintenance at Pipeline ROW, Line was not depressurised and workers were positioned in the potential release path. The situation had credible potential for serious injury. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.056699235,0,Low
NM_0692,Truck loading bay,Grinding near drain,"A Pneumatic energy isolation was not locked and residual pressure remained in the line was identified during Grinding near drain at Truck loading bay. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.98145604,1,Critical
NM_0483,LPG bottling plant,Crude transfer vehicle movement,"During Crude transfer vehicle movement at LPG bottling plant, Sample bottle label was unclear and secondary containment was not positioned. The job was halted due to high-risk exposure. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.84509385,1,Critical
NM_0319,Field office area,Chemical sampling,"Near-miss observation: while performing Chemical sampling at Field office area, the team found that Work scope had changed but the permit and job safety analysis were not revalidated. The supervisor reviewed and approved continuation after correction. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.0031975114,0,Low
NM_0706,Storage depot,Confined space entry,"During routine checks at Storage depot, Communication failure was observed during Confined space entry. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.",0.9751256,1,Critical
NM_0375,Field office area,Wellhead valve maintenance,A Open edge protection and full-body harness anchorage were unavailable was identified during Wellhead valve maintenance at Field office area. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.,0.005107787,0,Low
NM_0470,Truck loading bay,Electrical maintenance,"Near-miss observation: while performing Electrical maintenance at Truck loading bay, the team found that Atmosphere not tested. Critical control failure was corrected before resuming work. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.9489587,1,Critical
NM_0711,Maintenance yard,LPG bottling operations,"Near-miss observation: while performing LPG bottling operations at Maintenance yard, the team found that Communication failure. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.",0.9683083,1,Critical
NM_0255,Refinery unit,Excavation work,"Near-miss observation: while performing Excavation work at Refinery unit, the team found that Hands were placed near pinch points and no designated signaler was present. The job proceeded only after corrective measures. Work was temporarily halted pending verification of the control measure.",0.018116571,0,Low
NM_0294,Offshore platform,Internal tank inspection,"During Internal tank inspection at Offshore platform, Equipment defect. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.",0.00403788,0,Low
NM_0035,Storage depot,Chemical sampling,"Near-miss observation: while performing Chemical sampling at Storage depot, the team found that Fire watch missing. The team corrected it without delay. The team recorded the observation and completed immediate housekeeping correction.",0.0048908284,0,Low
NM_0579,Wellsite,Lifting valve actuator,"Before/during Lifting valve actuator at Wellsite, Drain cover was open and combustible vapour testing was not documented. Work was stopped due to potential serious injury risk. Work was halted due to high-risk exposure and corrective measures were implemented.",0.060296714,0,Low
NM_0437,Maintenance yard,Well intervention,"Before/during Well intervention at Maintenance yard, Spill containment missing. The situation had credible potential for serious injury. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.94526565,1,Critical
NM_0095,Truck loading bay,Excavation work,"Shift crew reported that during Excavation work in Truck loading bay, Gas test missing. The area was corrected immediately. The issue was minor and was rectified before it affected the task.",0.008622299,0,Low
NM_0480,Gas processing unit,Equipment maintenance,"Near-miss observation: while performing Equipment maintenance at Gas processing unit, the team found that Tool inspection missing. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.9640147,1,Critical
NM_0460,Storage depot,Process unit startup/shutdown,"During Process unit startup/shutdown at Storage depot, Hands were placed near pinch points and no designated signaler was present. Critical control failure was corrected before resuming work. A supervisor issued a stop-work intervention and required a formal control verification.",0.9672271,1,Critical
NM_0016,Field office area,Reversing vehicle operations,"Near-miss observation: while performing Reversing vehicle operations at Field office area, the team found that Scaffold was altered without inspection tag and toe boards were missing. The team corrected it without delay. The team recorded the observation and completed immediate housekeeping correction.",0.002668185,0,Low
NM_0635,Pump station,Loading/unloading operations,"A Atmosphere not tested was identified during Loading/unloading operations at Pump station. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.0628645,0,Low
NM_0354,Gas processing unit,Emergency valve servicing,"Shift crew reported that during Emergency valve servicing in Gas processing unit, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.",0.018765872,0,Low
NM_0507,Refinery unit,Scaffold modification,A Supervision absent was identified during Scaffold modification at Refinery unit. Critical control failure was corrected before resuming work. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,0.06690059,0,Low
NM_0664,Drilling rig,Instrument calibration,"During routine checks at Drilling rig, Atmosphere not tested was observed during Instrument calibration. The situation had imminent potential for fatality and was escalated immediately. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.69636464,1,High
NM_0357,LPG bottling plant,Crude transfer vehicle movement,"A PPE not used was identified during Crude transfer vehicle movement at LPG bottling plant. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.",0.10285851,0,Low
NM_0627,LPG bottling plant,Confined space entry,"Shift crew reported that during Confined space entry in LPG bottling plant, Fire watch missing. Multiple workers were at risk of serious injury or fatality. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.97556156,1,Critical
NM_0403,Process plant,Night driving to remote site,"Near-miss observation: while performing Night driving to remote site at Process plant, the team found that Fall arrest missing. Work was stopped due to potential serious injury risk. A supervisor issued a stop-work intervention and required a formal control verification.",0.9423795,1,Critical
NM_0640,Maintenance yard,Night driving to remote site,"During routine checks at Maintenance yard, Emergency access route was partly obstructed by temporary materials was observed during Night driving to remote site. Multiple workers were at risk of serious injury or fatality. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.57800686,1,Medium
NM_0795,Truck loading bay,Electrical maintenance,"During routine checks at Truck loading bay, Fall arrest missing was observed during Electrical maintenance. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.",0.9642233,1,Critical
NM_0633,Refinery unit,Pipeline inspection,"During Pipeline inspection at Refinery unit, Supervision absent. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.",0.96123844,1,Critical
NM_0320,Process plant,Hydrostatic pressure test,"During routine checks at Process plant, Guard missing was observed during Hydrostatic pressure test. Work was paused until the issue was addressed. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.0015037311,0,Low
NM_0308,Wellsite,Pump seal replacement,"Shift crew reported that during Pump seal replacement in Wellsite, Spill containment missing. The supervisor reviewed and approved continuation after correction. Work was temporarily halted pending verification of the control measure.",0.0052900435,0,Low
NM_0752,Drilling rig,Night driving to remote site,"During Night driving to remote site at Drilling rig, Scaffold was altered without inspection tag and toe boards were missing. All personnel were evacuated. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.9494554,1,Critical
NM_0201,Field office area,Compressor troubleshooting,"Shift crew reported that during Compressor troubleshooting in Field office area, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit. The supervisor reviewed and approved continuation after correction. Work was temporarily halted pending verification of the control measure.",0.014588664,0,Low
NM_0432,Storage tank,Compressor troubleshooting,"Near-miss observation: while performing Compressor troubleshooting at Storage tank, the team found that Exclusion zone missing. The activity was stopped as it could have resulted in serious harm. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.8199137,1,Critical
NM_0788,LPG bottling plant,Night driving to remote site,A Pneumatic energy isolation was not locked and residual pressure remained in the line was identified during Night driving to remote site at LPG bottling plant. Actual exposure to hazardous conditions occurred. All personnel were evacuated and the area was secured pending full investigation.,0.046203617,0,Low
NM_0417,Maintenance yard,Compressor troubleshooting,"Shift crew reported that during Compressor troubleshooting in Maintenance yard, Gas test missing. The situation had credible potential for serious injury. The situation had credible potential for serious injury and was escalated immediately.",0.08470964,0,Low
NM_0547,Pump station,Pipe-rack inspection,"Shift crew reported that during Pipe-rack inspection in Pump station, Supervision absent. The activity was stopped as it could have resulted in serious harm. The situation had credible potential for serious injury and was escalated immediately.",0.9723036,1,Critical
NM_0005,Maintenance yard,Internal tank inspection,"Shift crew reported that during Internal tank inspection in Maintenance yard, Open edge protection and full-body harness anchorage were unavailable. Corrective action was taken on the spot. The team recorded the observation and completed immediate housekeeping correction.",0.006020445,0,Low
NM_0342,Refinery unit,Scaffold modification,"During Scaffold modification at Refinery unit, Guard missing. The activity was delayed pending correction. The supervisor reviewed the situation and approved continuation after correction.",0.010228775,0,Low
NM_0596,Gas processing unit,Manual handling of tubulars,"During Manual handling of tubulars at Gas processing unit, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit. The situation had credible potential for serious injury. Work was halted due to high-risk exposure and corrective measures were implemented.",0.95771015,1,Critical
NM_0034,Tank farm,Scaffold modification,"Shift crew reported that during Scaffold modification in Tank farm, Procedure not followed. Work was paused briefly and the issue was resolved. No work stoppage was required as the risk was minimal.",0.0073279445,0,Low
NM_0165,Pipeline ROW,Grinding near drain,"Before/during Grinding near drain at Pipeline ROW, Tool inspection missing. Work was paused briefly and the issue was resolved. The team recorded the observation and completed immediate housekeeping correction.",0.0020796035,0,Low
NM_0266,Pipeline ROW,Hydrostatic pressure test,"Near-miss observation: while performing Hydrostatic pressure test at Pipeline ROW, the team found that Training inadequate. The supervisor reviewed and approved continuation after correction. The supervisor reviewed the situation and approved continuation after correction.",0.0028069199,0,Low
NM_0282,Storage depot,Pump seal replacement,"Shift crew reported that during Pump seal replacement in Storage depot, Training inadequate. Work was stopped temporarily and resumed after verification. The supervisor reviewed the situation and approved continuation after correction.",0.006171217,0,Low
NM_0154,Compressor station,Pump seal replacement,"During Pump seal replacement at Compressor station, Lift plan missing. Work was paused briefly and the issue was resolved. No work stoppage was required as the risk was minimal.",0.004444325,0,Low
NM_0743,Compressor station,Breaking a pressurised flange,"During Breaking a pressurised flange at Compressor station, Lift plan, tag lines, and barricaded drop zone were not available. Multiple workers were at risk of serious injury or fatality. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.97816044,1,Critical
NM_0446,Storage tank,Forklift pallet handling,Inspection revealed Permit missing during Forklift pallet handling at Storage tank. The job was halted due to high-risk exposure. Work was halted due to high-risk exposure and corrective measures were implemented.,0.010859604,0,Low
NM_0280,Field office area,Housekeeping inspection,"Shift crew reported that during Housekeeping inspection in Field office area, Gas test missing. The activity was delayed pending correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.009643402,0,Low
NM_0174,Tank farm,Grinding near drain,Inspection revealed Trip interlock was found bypassed during a production upset during Grinding near drain at Tank farm. The team corrected it without delay. No work stoppage was required as the risk was minimal.,0.010905958,0,Low
